feb_n,feb_ndvi,post_n,post_ndvi,pre_n,pre_ndvi,unit_id,group
4.0,0.3473417554242546,14.0,0.46504802332804956,6.0,0.36459488636071785,4403838,A units
4.0,0.32705277824578427,14.0,0.23912039225314996,6.0,0.2621499929808282,4403837,A units
4.0,0.3249354181312923,14.0,0.3831539683265919,6.0,0.34087501554609617,4403812,A units
4.189224374746195,0.2718319239970181,14.0,0.3285085932276389,6.189224374746199,0.2837966502882454,4404222,A units
4.0,0.3616876766595525,14.0,0.4101264781153128,6.0,0.377596333860201,4403806,A units
2.0,0.30528034088165235,7.768912163770532,0.38108017040282255,2.7407283980004755,0.31208958024958483,4403769,A units
6.0,0.2650487475151192,14.0,0.3132179156037496,8.0,0.27293495647481847,4403708,A units
5.993987876378815,0.14393639293085878,14.0,0.20178194459915333,7.993987876378813,0.15050594959066355,4403688,A units
4.0,0.2760143354586035,14.0,0.35814944255085146,6.0,0.2885893663425054,4403677,A units
6.0,0.32005500625178274,14.0,0.3423958897985861,8.0,0.34937194178102426,4403659,A units
4.664450883472531,0.6173691504780058,14.0,0.5476625977966313,6.6644508834725285,0.6358840578330878,4403658,A units
4.0,0.4008857666624997,14.0,0.4079762162000028,6.0,0.4287717499366221,4403643,A units
2.0,0.1673959168099333,7.296817915992982,0.25253725792524345,3.0,0.16647360756280244,4403635,A units
6.0,0.43612851422564547,14.0,0.3672929605052632,8.0,0.44324758515327434,4403617,A units
4.0,0.44027130574753626,14.0,0.36581617307253506,6.0,0.45208885321647785,4403599,A units
6.0,0.365837356105503,14.0,0.3918343395359344,8.0,0.3939004713938051,4405110,A units
4.0,0.59559317443958,14.0,0.5764373925122427,6.0,0.6257583204220989,4403572,A units
4.0,0.23499973940978477,16.0,0.3535544853127676,6.0,0.25148085735288367,4405111,A units
6.0,0.5016416371769898,14.0,0.4773282063175166,8.0,0.5232365582670485,4403523,A units
2.0,0.17879065333583544,8.285275528593548,0.2834797793596074,3.0,0.18622443681978487,4403518,A units
4.0,0.250931146083431,14.0,0.3269192139389549,6.0,0.2642771877915796,4403506,A units
2.0,0.1662117898116946,7.509137768760061,0.23263764121220454,3.0,0.16049543756032292,4403500,A units
6.0,0.5126984360697553,14.0,0.48382460861503557,8.0,0.5231674971943407,4403485,A units
4.0,0.2987212453728035,15.758266328417257,0.3346307656823881,6.0,0.30659508380359596,4403476,A units
5.9026925698704815,0.36678941772183715,14.0,0.46828364627933095,7.9026925698704815,0.3799240799640638,4403465,A units
6.0,0.3180040705487012,14.0,0.42897197221897776,8.0,0.3349189459229592,4403459,A units
5.2965549348230905,0.2925902938020481,14.0,0.33381499696469763,7.296554934823091,0.3041289182614551,4403454,A units
4.0,0.5733979273261074,14.0,0.5397714042839855,6.0,0.6055339627984272,4403435,A units
4.0,0.5011584047429309,14.0,0.47357235226645983,6.0,0.529496874299385,4404226,A units
4.0,0.44457596762395196,14.0,0.43450415885294963,6.0,0.46926902747358873,4403375,A units
4.0,0.6192548742936768,14.0,0.5527330106022542,6.0,0.6457510724706452,4403364,A units
5.489979757085024,0.28659321041664626,14.0,0.3048109378017154,7.489979757085023,0.29465312868175736,4403363,A units
4.0,0.13122680488156574,14.0,0.1613597648592561,6.0,0.12851232499927032,4403362,A units
6.0,0.4239263344118925,14.0,0.43964732604281864,8.0,0.451278075296213,4403359,A units
6.0,0.36145339638415197,14.0,0.37201626348705097,8.0,0.3749359237592637,4403340,A units
4.0,0.4169582169083051,14.597225693576604,0.40779567710446346,6.0,0.4340274864190876,4403328,A units
4.0,0.3801704936648992,14.0,0.4093608936146881,6.0,0.4011768106208288,4403308,A units
4.0,0.20511250280513074,14.0,0.25318670158898426,6.0,0.19634487170509063,4404603,A units
6.0,0.5269599716181359,14.0,0.47532645869292317,8.0,0.5355762109197019,4403299,A units
2.0,0.6258286040365314,7.0009909774955865,0.6785721127594885,3.0,0.6421380526039385,4400069,A units
4.0,0.6155792110177196,14.0,0.5731216487998216,6.0,0.6499964912923072,4400093,A units
4.0,0.0786583741894566,14.0,0.1738488927694714,6.0,0.07727616211837475,4405124,A units
6.0,0.3910015548594998,15.99984237074401,0.3249106168954318,8.0,0.40121459351408595,4400140,A units
4.0,0.24957841445765616,14.0,0.2820156925518741,6.0,0.2559020577380993,4400153,A units
6.0,0.36294961184395247,14.0,0.37437232249268926,8.0,0.3731299653451308,4400234,A units
6.0,0.36583168001544564,14.0,0.40419687543795474,8.0,0.4028466595707333,4400235,A units
2.0,0.16079470495292825,8.0,0.28969048622517957,3.0,0.15164426705171039,4404235,A units
6.0,0.14515182986062913,14.0,0.1851970300412289,8.0,0.14837065224925822,4400280,A units
4.0,0.4334173188178852,14.0,0.42505363576777044,6.0,0.4507855559112009,4400290,A units
6.0,0.44053014706753724,14.0,0.443798991647839,8.0,0.4663135121117405,4400301,A units
6.0,0.24233024737535938,14.0,0.29170666043247273,8.0,0.25022497095120205,4400302,A units
4.0,0.41561230091221985,14.0,0.4054728723728833,6.0,0.44028059071135883,4400334,A units
4.204586169831602,0.3033946927653322,14.0,0.37691777088295303,6.204586169831602,0.3192836168240038,4400344,A units
6.0,0.41658457311034286,14.0,0.4862064618670175,8.0,0.43601063048791283,4400345,A units
2.0,0.1180542809347238,7.849294676401788,0.1731277100787813,3.0,0.11107271496686352,4405129,A units
4.4822362770359945,0.38886056489735743,14.0,0.38952165921175425,6.482236277035993,0.41598348684874786,4400365,A units
6.0,0.22715440333794898,16.0,0.34473372020746756,8.0,0.23554897269916952,4404105,A units
6.0,0.42880512661342096,14.0,0.4278288056827341,8.0,0.4556173634731661,4400385,A units
4.9118973214285715,0.31390338837368675,14.0,0.2800760614848696,6.911897321428569,0.31993888224208994,4400387,A units
4.0,0.3200241338538631,14.0,0.33166492636329753,6.0,0.3272888454532386,4400392,A units
4.0,0.25992363399658297,14.0,0.3192057673284855,6.0,0.2738203331918989,4400396,A units
2.0,0.18736055114559838,7.058625006804204,0.287086269844963,3.0,0.1762880142626073,4400414,A units
4.0,0.5830819693481933,14.0,0.5627954975578764,6.0,0.6071713088769516,4400426,A units
4.0,0.32066288125299075,14.0,0.33922412720668943,6.0,0.34648104227196586,4400462,A units
2.0,0.42247292675008963,8.0,0.4031901670057163,2.874013540039258,0.42521966763871344,4400469,A units
6.0,0.23888421034959584,16.0,0.34741578706001947,8.0,0.24956073708014154,4400475,A units
6.0,0.1334966158300635,14.0,0.19449687956865683,8.0,0.14086957505793848,4400484,A units
4.0,0.37559367472717753,14.0,0.3685463189332092,6.0,0.4022853602223908,4400496,A units
2.0,0.6474321789437898,8.0,0.6105523093794675,2.8613469915688663,0.6588936481138442,4400497,A units
4.0,0.4510390545362461,14.0,0.3996105614890471,6.0,0.4687060987713312,4400548,A units
4.0,0.09064845265034067,14.0,0.12026296843542608,6.0,0.0929781038559464,4400549,A units
4.0,0.36765878347326314,14.0,0.36206665009575956,6.0,0.3920975763207852,4400557,A units
4.634168110463591,0.6319204890242792,14.0,0.5885535870808442,6.63416811046359,0.6587725802270291,4400564,A units
6.0,0.6208428796447897,15.93710870802504,0.6002568006600313,8.0,0.6435343605266353,4400579,A units
2.0,0.15998163838804938,7.598721560527262,0.23287266996181366,3.0,0.1574249668903785,4400581,A units
6.0,0.31232901163704263,14.483750973936214,0.4195870550107647,8.0,0.3329305905595659,4404616,A units
4.0,0.5864654410966686,14.0,0.5441735111963535,6.0,0.6235351810129148,4400603,A units
4.0,0.08248339002509096,14.0,0.1160565454898389,6.0,0.07309886098540756,4400607,A units
6.0,0.6461835808167024,15.23936356218674,0.6393870197237408,8.0,0.6632831938037618,4400617,A units
4.0,0.17476788500788812,14.000118870184622,0.2287094246870049,6.0,0.16855934108871712,4400642,A units
4.0,0.19889849039597501,14.0,0.32823440752243555,6.0,0.19176100271120597,4400644,A units
6.0,0.34842829936247377,14.0,0.4238982151894643,8.0,0.3507928335964556,4405302,A units
4.0,0.28250625029973164,14.326203461057204,0.283393952615005,6.0,0.284803639025061,4405406,A units
4.0,0.5794443826072292,14.0,0.6197334433356603,6.0,0.5976898974632348,4400668,A units
4.0,0.25859724558084357,14.0,0.3247076911571521,6.0,0.26523003882429425,4400685,A units
2.0,0.16637136696917249,7.0,0.2137066907281062,3.0,0.16933052773587862,4400692,A units
6.0,0.4794225388043248,14.0,0.4521349926059469,8.0,0.4888304148329931,4400698,A units
5.305564969836645,0.3796883680455153,14.0,0.37664148856795526,7.305564969836643,0.40971051309946344,4400699,A units
4.0,0.4186928931132243,14.0,0.4220281671343382,6.0,0.4438020448333753,4400713,A units
4.664396545671558,0.38119412553529675,14.0,0.38610127797992516,6.664396545671555,0.4024679676919208,4400719,A units
6.0,0.29143746105443324,14.0,0.2948418180320909,8.0,0.2997885399193327,4400738,A units
2.0,0.15691165669229779,7.952973707986166,0.24885068954870931,3.0,0.1527556636922549,4405137,A units
4.0,0.3911140465806856,14.0,0.4759459227308406,6.0,0.41318378585320226,4400759,A units
4.0,0.2987847079407842,14.0,0.395281026375932,6.0,0.3190802670234288,4400762,A units
2.0,0.17693341650631347,8.0,0.2701325549011771,3.0,0.18081892378499181,4400773,A units
4.0,0.4021120201783752,14.0,0.3824137678937613,6.0,0.4203334831771249,4400774,A units
4.0,0.3792754819324376,14.0,0.46639000521955665,6.0,0.4021190126934109,4400793,A units
2.0,0.484437758233617,7.326235214829378,0.5078950668393524,3.0,0.5056327617304552,4404240,A units
6.0,0.6270760764277412,16.0,0.6154438004597407,8.0,0.6464689033507335,4400796,A units
6.0,0.05346014260453595,14.0,0.06095004588059143,8.0,0.04760050884407874,4400820,A units
4.0,0.3659408767321128,14.0,0.32435532680151874,6.0,0.3886058190677986,4400821,A units
6.0,0.4840759748752501,14.0,0.4053648244612036,8.0,0.48497481528814895,4400825,A units
6.0,0.4571019910798302,14.0,0.39667375223223134,8.0,0.4681369196268906,4400838,A units
4.0,0.3707352590676462,14.0,0.4572600852731718,6.0,0.4018308816980887,4400843,A units
4.0,0.38143750248091024,14.0,0.38370945064408013,6.0,0.40410265288666536,4400856,A units
6.0,0.3716942118943877,14.0,0.37731478627194304,8.0,0.381367890036893,4404131,A units
4.0,0.5646034237727589,14.0,0.670851910606828,6.0,0.5950710370312718,4400862,A units
4.0,0.44884334343128135,14.0,0.48683160498443534,6.0,0.47361331811179874,4400865,A units
4.837526301344799,0.3283870983188941,14.003430610191206,0.37717788133679253,6.837526301344802,0.3457641688187174,4400880,A units
2.0,0.257757780547294,8.932737068965519,0.36894159889884376,3.0,0.26335191220259857,4405407,A units
6.0,0.44039429967220695,14.0,0.4429681328345052,8.0,0.4633978505343352,4400894,A units
4.0,0.4513533773809302,14.0,0.38533587286753834,6.0,0.4725450655322271,4400917,A units
4.0,0.2752091664629854,14.0,0.323090044823426,6.0,0.290057160362677,4405143,A units
6.0,0.44639694041815187,14.0,0.4180006676347742,8.0,0.45944755249743313,4400934,A units
6.0,0.47451725644134923,14.0,0.44446010934855906,8.0,0.4895686267630878,4400967,A units
5.027671937511906,0.14190707265603975,14.0,0.18218534081680343,7.027671937511908,0.14087035893545105,4400977,A units
4.0,0.3506908033351237,16.0,0.38843159043641756,6.0,0.3590598904539855,4404463,A units
2.0,0.17543834761951557,7.013953223282663,0.2853353928437086,3.0,0.1829024261795884,4404313,A units
4.0,0.5916842564502042,14.0,0.5684555536692878,6.0,0.6168232969409378,4401013,A units
4.0,0.24901697532930137,14.01329103097475,0.42837783416206016,5.998353951967672,0.2613941257445294,4401027,A units
2.0,0.12696479252010054,8.0,0.20872486780708094,3.0,0.11608807519827584,4401034,A units
6.0,0.6231088334150711,16.0,0.612658793070334,8.0,0.6470035286556021,4401046,A units
4.0,0.3442280173933739,14.0,0.4508958885896133,6.0,0.3548965358756342,4401049,A units
4.0,0.35112094005166533,14.0,0.3076808724505317,6.0,0.349660625192631,4401053,A units
6.0,0.5345275486855853,14.0,0.4662532739035071,8.0,0.5410037749341237,4401074,A units
6.0,0.04599491648167524,14.0,0.0811342197026538,8.0,0.04059864567648601,4401107,A units
5.8272281034213735,0.2908622112343507,14.0,0.3518726645020505,7.827228103421372,0.3004893709447748,4401123,A units
4.0,0.5845061281645009,14.0,0.5498785163871303,6.0,0.6255292877260493,4401154,A units
4.329683929931456,0.4792457480318363,14.0,0.46851902616624747,6.329683929931454,0.49691634214270164,4401201,A units
2.0,0.6577706540975219,7.0,0.6900891161563456,3.0,0.6736404916378601,4401203,A units
6.0,0.36887506259895503,14.0,0.4434726511358834,8.0,0.3869196601175002,4401228,A units
6.0,0.08974956388417676,14.0,0.1757274666571337,8.0,0.08926508377348633,4405152,A units
4.0,0.5415573854920405,14.0,0.5416457941768209,6.0,0.5759213059401377,4401269,A units
5.604677220099405,0.2004842418128108,14.0,0.24629386729057307,7.604677220099405,0.20331547377851492,4405153,A units
4.0,0.466206877050214,14.0,0.4052654643840525,6.0,0.48459938159056476,4401286,A units
4.7550703889286545,0.35482362504364956,14.0,0.3645486000030199,6.7550703889286545,0.3711933742784649,4401304,A units
8.0,0.5453478047813735,29.86328006931711,0.5783019768358694,12.0,0.5596935502748063,4401306,A units
4.0,0.32330372084836834,15.754163054201918,0.28627278323677674,6.0,0.3247781187512421,4401313,A units
2.0,0.34354614524117977,7.0,0.47290544507474547,3.0,0.3696782219974014,4401325,A units
6.0,0.4258019707018049,14.0,0.40088128677893703,8.0,0.43976683411914774,4401334,A units
4.0,0.3475848567803641,14.0,0.3691308800796683,6.0,0.3559531383029974,4401363,A units
4.0,0.35418069722275247,14.0,0.4655125802889715,6.0,0.36947612841114874,4401369,A units
4.0,0.32056742662301596,14.0,0.4173720374725336,6.0,0.34171751393539757,4401370,A units
4.0,0.19152227613123443,14.0,0.37764131231835174,6.0,0.18985964697283958,4401378,A units
4.0,0.3772641238874803,14.0,0.38181601072830823,6.0,0.42061064934047304,4401385,A units
4.0,0.3892878156393515,14.0,0.5425750966587154,6.0,0.40509644387103383,4401387,A units
4.0,0.401150086844037,14.0,0.41334650002852386,6.0,0.43078557142830864,4401388,A units
4.0,0.19057507948187477,14.0,0.21772002124760326,6.0,0.20005821136975224,4405154,A units
4.0,0.13731630069892378,14.51238775852398,0.3081897395583897,6.0,0.13150069071068515,4401405,A units
6.0,0.26978284048928214,14.0,0.3702909244576641,8.0,0.27831787638477956,4405155,A units
2.0,0.33574497816436005,7.0,0.4175093468774793,3.0,0.347842790125519,4405156,A units
5.949529804755974,0.391129709258223,14.0,0.38650204591494475,7.949529804755972,0.40037586637918043,4404637,A units
6.0,0.4055861917850276,14.0,0.3767405092195882,8.0,0.41686443148353175,4404639,A units
5.3570407093145205,0.35003630597304547,14.0,0.36665392396066815,7.3570407093145205,0.3751676319915876,4401460,A units
4.0,0.2453455371200157,16.0,0.35125399482138775,6.0,0.25323487604026623,4401473,A units
8.0,0.5409421506045915,31.911194029850744,0.5419587868196307,12.0,0.5614539319009924,4401475,A units
2.0,0.16633785384448652,7.452645094155954,0.2067071356325476,3.0,0.17209442717745876,4401478,A units
4.0,0.2971348389485562,14.0,0.3349433748361167,6.0,0.304629966186821,4401490,A units
4.0,0.42380802483975016,14.0,0.3980243130343419,6.0,0.44317184976767326,4401494,A units
4.044795927247411,0.3059135767834743,14.0,0.3864791292624895,6.044795927247411,0.3223229000444885,4401501,A units
6.0,0.2833362487958231,14.0,0.4033297898099092,8.0,0.3030801225307983,4401540,A units
6.0,0.19962288547306345,14.0,0.29417238101220894,8.0,0.2144886472649708,4401548,A units
6.0,0.18265362110237632,14.0,0.22587171933282338,8.0,0.18603012888203324,4404642,A units
4.0,0.398133619042725,14.0,0.4120489183504052,6.0,0.42162313116136196,4401564,A units
6.0,0.32646144323143345,14.03866137083356,0.4664004275451012,8.0,0.35329743850510154,4405165,A units
4.0,0.3180293684357858,14.0,0.38523298779912973,6.0,0.3366496344810725,4401582,A units
4.0,0.4004840667251434,14.0,0.37466238644142763,6.0,0.412447914337877,4401592,A units
4.0,0.33276333705198335,14.0,0.4095002141991506,6.0,0.3470003825069257,4404646,A units
6.0,0.4512668991213741,14.0,0.45450712997167414,8.0,0.47528589388024034,4401617,A units
4.969539268827124,0.09844137215868702,14.0,0.200915927092371,6.969539268827124,0.11406500202147911,4401618,A units
6.0,0.12742287812554062,14.0,0.18195013743651797,8.0,0.12392266399496533,4401639,A units
4.0,0.459022699169911,14.0,0.44624104739972836,6.0,0.48123730031108225,4401642,A units
4.0,0.2602233648036973,14.0,0.33124663953086575,6.0,0.2698253520926882,4401652,A units
6.0,0.5371004383694328,14.0,0.45217541344088086,8.0,0.5443010482982727,4401656,A units
4.0,0.32639922295806467,14.46971345665579,0.46891003600661224,6.0,0.34793802796389084,4401659,A units
4.0,0.1318516591598591,14.0,0.18588755531353587,6.0,0.12696545896851605,4401672,A units
2.0,0.12584393554364331,8.0,0.2081166688062961,2.3939001021239483,0.12779786342878896,4401674,A units
6.0,0.6007250095630178,16.0,0.5554907147373472,8.0,0.6175665305098709,4401684,A units
4.0,0.5429782873700234,14.0,0.5018829761301784,6.0,0.5704208434783115,4401692,A units
2.0,0.09300861733494593,8.0,0.15687756410839013,2.0,0.09300861733494593,4401698,A units
4.0,0.12255961048242117,14.0,0.18041686135364332,6.0,0.11721271246772601,4401713,A units
6.0,0.39598828964258587,14.0,0.523730790862966,8.0,0.4130658573916119,4401727,A units
8.0,0.3433315622533308,28.780569766275452,0.4480445504185548,12.0,0.35596372191547104,4401734,A units
4.000028885767621,0.14595312571960353,14.0,0.1939260132659975,6.000028885767622,0.14933699749402002,4401740,A units
2.0,0.5614797106261953,7.573852652681322,0.5373500931903741,2.0,0.5614797106261953,4404250,A units
6.0,0.4715877980806735,14.0,0.4614487801382676,8.0,0.49217249132034907,4401784,A units
4.0,0.2860279671255395,14.0,0.3206241666801607,6.0,0.28842484415305786,4401802,A units
4.0,0.18700214627116665,14.0,0.22734306857815104,6.0,0.19022844204245695,4404251,A units
6.0,0.41309121129052906,14.0,0.39699525526802487,8.0,0.41827053693021504,4404650,A units
4.0,0.43346317394785555,14.0,0.457755359651659,6.0,0.46046272296534985,4401844,A units
6.0,0.18987972917800525,16.0,0.21195625737063928,8.0,0.19732907755316118,4401855,A units
4.0,0.37674703367355156,14.0,0.449997798512982,6.0,0.39404214206984883,4401861,A units
6.0,0.4566530820350035,14.0,0.4090981222329827,8.0,0.4461160279329548,4401875,A units
4.0,0.5943273980525128,14.0,0.5318166239024666,6.0,0.6269368508678949,4401878,A units
2.0,0.4847281762255945,7.799744577617946,0.5138548041246338,3.0,0.503192690708073,4404253,A units
5.389940539453653,0.37511097834062535,14.0,0.45004260437451526,7.389940539453657,0.38753018531283484,4401898,A units
4.0,0.25259632202393634,14.0,0.3342587615501557,6.0,0.26306988253144614,4401905,A units
6.0,0.3160853394089232,15.829472232036206,0.38092082202636096,8.0,0.33004854190987143,4401909,A units
4.590695613012991,0.11785495602962538,14.0,0.17198748400700495,6.590695613012991,0.11906550426652257,4401950,A units
5.941343213624089,0.2804803281524917,14.0,0.301153252446763,7.941343213624089,0.2825534299338281,4401952,A units
2.0,0.23234913976982474,7.0,0.23231522243755315,3.0,0.2122020030656059,4401954,A units
6.0,0.1716823550672162,14.0,0.26898533493791243,8.0,0.17825865699548063,4405170,A units
4.0,0.5512814639882749,14.0,0.5253548150282674,6.0,0.592553491652482,4404214,A units
4.0,0.4588195397335829,14.0,0.48404884219384064,6.0,0.4808262771677447,4401966,A units
2.0,0.670483126575588,8.0,0.6474855357567376,2.3339680189517336,0.6694832868379429,4401981,A units
2.0,0.2685787058619938,7.998238506253302,0.25024293857743574,3.0,0.28041542393757624,4401983,A units
6.0,0.16752079969405312,16.0,0.23058559027290443,8.0,0.1716919294441745,4401991,A units
6.0,0.6512182446903518,15.779022445982797,0.6430150996358334,8.0,0.6664535602565228,4402014,A units
6.0,0.6804163641080637,16.0,0.5213540914058731,8.0,0.6955140085978382,4404652,A units
5.272167487684729,0.3967519867951157,14.0,0.44046381122336314,7.272167487684728,0.416555169052238,4402056,A units
4.0,0.1742117550436658,14.084608843537412,0.3729287629013631,6.0,0.18507997976800458,4402077,A units
4.0,0.4221661453462585,14.0,0.4485508992919233,6.0,0.4468709087788009,4402103,A units
4.0,0.16456799397242547,14.083313674608796,0.3559957328295335,6.0,0.16671835950844466,4402138,A units
4.0,0.2830241522413379,15.308809910892505,0.35249130273744533,6.0,0.3003343832031194,4405174,A units
6.0,0.501025596280615,14.0,0.4672430954218496,8.0,0.5162139928257651,4402146,A units
8.0,0.4162171004598632,28.0,0.23083893675615108,12.0,0.3932237578343393,4402151,A units
2.0,0.6791881814914992,8.0,0.6574237291715523,2.4228874489614767,0.6734893025888091,4402160,A units
4.0,0.4092572852545652,14.0,0.24410077373565256,6.0,0.3075650594589213,4402161,A units
5.200679684349979,0.4095676906849341,14.0,0.42546121026110617,7.200679684349981,0.42490861392310947,4402163,A units
11.0,0.19910416436844763,28.857069302852434,0.1925667962564792,11.0,0.19910416436844763,4402191,A units
6.0,0.31312021403748064,14.0,0.4334059526025941,8.0,0.33298189059716343,4402216,A units
4.0,0.47040694509831005,14.0,0.3997616654808475,6.0,0.4792281291533408,4402234,A units
6.0,0.047007230484952346,14.0,0.0784363831167086,8.0,0.043143130651199485,4402243,A units
6.0,0.6410129681367353,16.0,0.5798766004217242,8.0,0.6594831859592482,4402256,A units
4.0,0.30190038851070183,14.733798249900058,0.4575439650711499,6.0,0.31667748480767394,4402282,A units
4.299436023968981,0.3871153086479024,14.0,0.42068326057243144,6.2994360239689815,0.4079740462160925,4402285,A units
4.0,0.6075395206296634,14.0,0.5459188837175531,6.0,0.6418933383355467,4402286,A units
4.0,0.08951890827302049,14.000241744766575,0.1509364971483277,6.0,0.08740269195700527,4402289,A units
4.0,0.20384620293088984,14.0,0.31712409555989557,6.0,0.21452817438102215,4402296,A units
4.0,0.6042281712762891,14.0,0.6170422497896302,6.0,0.6379253896638222,4405440,A units
2.0,0.6367865068995759,8.43759011974171,0.643088018210747,3.0,0.6570394051997208,4402320,A units
4.037063170795112,0.6131127041095956,14.205889998885874,0.5781592114297236,6.037063170795111,0.6395113742154082,4402323,A units
2.0,0.19118811452598705,7.912081377547792,0.26827755709715934,3.0,0.20049145007967084,4402327,A units
4.2332029204275905,0.2429241470517221,14.0,0.3350994462219676,6.233202920427594,0.2606146679173316,4402336,A units
4.0,0.5515407735697578,14.0,0.39654492523353474,6.0,0.5440527957051752,4402340,A units
4.664118622214036,0.3708843876806537,14.0,0.4014469371958647,6.664118622214033,0.4018716447523317,4402341,A units
4.0,0.295805663110002,14.0,0.34933843604111553,6.0,0.3076318003952727,4402376,A units
4.0,0.46330871390234013,14.0,0.4943074574291543,6.0,0.4734307902303055,4402430,A units
2.0,0.2413452729389456,7.988105013724984,0.32730118540321845,2.6045796870234383,0.2490413064510348,4402435,A units
2.0,0.5933113125387096,6.273290253096395,0.5043532061212539,3.0,0.6128266372322888,4402467,A units
6.0,0.45763285485504596,14.0,0.45246403999552454,8.0,0.48061132844389415,4402481,A units
4.0,0.2674774610614991,14.0,0.34399241807354936,6.0,0.2804346212233863,4402485,A units
6.0,0.5710274852326238,16.0,0.5281209927701439,8.0,0.5916057091882125,4402488,A units
6.0,0.27475724070535507,14.0,0.3625387246275824,8.0,0.2853825069046406,4402522,A units
4.994999925260468,0.11678716196145829,14.0,0.19675132199798018,6.994999925260473,0.12763431043564982,4402531,A units
4.0,0.40136149385476694,14.0,0.3390184169403644,6.0,0.4214658125399294,4402533,A units
2.0,0.4918953422241462,7.0,0.43712386255466046,3.0,0.506243339306334,4402547,A units
8.0,0.22800800894691262,28.818344960631695,0.26926827556830424,12.0,0.22088957945586307,4405444,A units
10.696372592924316,0.17116812318963845,28.656665173906546,0.17967691662098365,10.696372592924316,0.17116812318963845,4402560,A units
4.0,0.47888467449026856,14.0,0.5015913553464727,6.0,0.48448558535080205,4402570,A units
4.0,0.33109473598038724,14.0,0.41253420534216695,6.0,0.34631768277054353,4402571,A units
2.0,0.17926508911934252,8.0,0.23180331228654588,2.763163906822471,0.16535495665968472,4402576,A units
4.0,0.42680702479924065,14.0,0.40496268891017934,6.0,0.4494773802044126,4402608,A units
5.766748613925547,0.10045485386854523,14.0,0.1501404961310392,7.7667486139255475,0.0972166035975917,4404667,A units
6.0,0.461944147862295,14.0,0.46939246089500514,8.0,0.48452194287398065,4402616,A units
