VV change vs pre-event,flooded median,dry median,difference,separation,direction
2023-03-19 (8 days after),3.2218563338030526,0.5622764523017469,2.6595798815013056,0.7178952248493278,flooded brighter
2023-03-31 (20 days after),2.5348375525295603,0.8953370183236959,1.6395005342058644,0.7855045588008036,flooded brighter
