field_id,vh31,vv31
2716314,-18.90381091501512,-12.072759991350944
2715387,-22.335768023618094,-14.33007709077811
2721833,-20.58452476853464,-13.227821124476748
2713102,-18.250004168288736,-11.488172090463326
2716585,-17.68400969307123,-9.975654158966348
2711496,-19.374315951527365,-11.925657114978147
2711495,-27.3737618478992,-18.792389228220273
2716747,-19.988827656834896,-12.784977245433558
2725487,-21.738794236249234,-13.244116156714291
2725491,-19.871330921088653,-12.652584286200902
2711967,-21.126020175554043,-12.79216241182125
2721900,-20.063500220251854,-12.526684000691802
2715362,-21.003324295929783,-13.146058424064972
2721901,-20.212690451721286,-12.017559261254036
2725500,-19.152963326529505,-11.698949720187878
2721903,-18.85770994818945,-11.077859243505866
2721904,-18.57802566570872,-11.54720909839697
2717510,-19.566141138228787,-12.703168790354209
2722224,-18.990597592324704,-11.804664329210812
2702910,-20.616800296700134,-11.557611873848465
2701547,-20.833393023648004,-11.78850061079485
2700609,-18.96931060631916,-12.727570666404867
2722263,-19.992051700195688,-8.905160205425053
2700262,-16.49068114553213,-9.830728436128016
2715149,-19.87594837539099,-11.06820913792226
2712897,-21.222600214087326,-9.638760530177167
2712848,-20.07026137409574,-11.012113709367325
2712565,-21.408671162053217,-7.259218418428227
2712316,-18.812083904077518,-12.498574504421892
2712271,-20.29534117434291,-11.888384266195608
2712127,-17.91492024363404,-12.860477135090699
2712071,-20.745422112645915,-11.490615843050593
2711934,-17.129592502649288,-9.910514610145244
2725545,-18.736551080685704,-9.327418927027708
2711369,-18.7169725802376,-11.663460757231697
2711353,-16.258413176235482,-10.442369587141155
2719003,-20.3395023671504,-7.191800524429433
2710752,-17.292237981344098,-6.601902946359378
2709714,-20.166196074365878,-12.113501746451597
2708599,-17.21846989802373,-10.146258883863712
2709697,-19.85183545044394,-11.806214441743032
2718734,-20.533425228448884,-9.454797467711089
2718735,-21.772052850878435,-10.027950483234184
2719062,-17.442878397962616,-5.714631825809783
2719004,-20.168988752427026,-7.092685937854033
2719005,-20.782873059976826,-7.246628751843261
2711040,-20.84269603412386,-7.5326474678377915
2719006,-20.240308487186443,-7.307229994750768
2718008,-18.593037417277753,-9.96429609061083
2722877,-19.563546531370214,-8.028932767011915
2723964,-18.22245449759624,-10.657254153330067
2715780,-20.870422453701615,-11.959657614464888
2715782,-21.019631869157944,-12.415439068223552
2715784,-20.38620309129617,-3.2270199757674534
2722227,-20.987942056776745,-12.194763454717528
2725551,-20.670061115349856,-10.476589341077561
2718007,-19.34297005754386,-10.03329151136645
2701086,-17.371713629807424,-9.775828664442315
2701104,-15.856108204434072,-7.190931722445575
2717201,-18.813014607241563,-11.912534838009535
2701124,-21.981520458617055,-13.351633660783257
2716272,-21.438985752957073,-12.738621754670067
2701149,-22.0797795919063,-13.161053402316229
2722234,-17.82794003427235,-8.414755409218893
2701287,-17.74253454142334,-6.698122115473906
2701294,-19.3581588787447,-11.243378702074896
2725556,-21.544997554271024,-13.440331438551032
2701328,-19.379316011530054,-11.27818954096184
2701346,-21.097083548079958,-10.088630421389997
2701352,-16.67920723306464,-8.354704054695734
2701409,-19.687751427761594,-12.289786098959969
2701414,-22.569809903283872,-10.231433806422974
2722241,-19.49044020912766,-6.6063926505338175
2701472,-18.77061762652255,-11.165406906708737
2716307,-21.155654911734537,-5.011655320187108
2722246,-19.19408025479512,-9.445119856837444
2716310,-20.099213978468637,-9.515376458553707
2701600,-19.627455765785676,-10.630379311336986
2724741,-20.422458989173816,-10.302167530080364
2702897,-22.613667892302175,-12.96772816627159
2723972,-20.063325262703657,-9.77786913745334
2701017,-18.60646867544704,-6.680460497377746
2701002,-20.856110345065236,-11.079739132848225
2716328,-20.471456694792646,-11.867928437435912
2700976,-21.430624394090366,-10.056194822982478
2700952,-18.41152288494656,-8.021924605151266
2723974,-22.421885290147255,-11.103605420899346
2723975,-20.43728482592285,-13.439398363881406
2700900,-20.32296673553278,-11.82314713465933
2700874,-20.15064632684122,-11.636403180001746
2723976,-19.46091366478207,-7.525738201728023
2700836,-18.091321081510518,-11.83537717232669
2725563,-20.1007208861613,-12.863746534229834
2700765,-21.14860412408196,-12.05392502968234
2700722,-18.155432066290633,-11.690119197328242
2700683,-20.796289057212146,-10.969486562446015
2700680,-20.80451955185658,-12.992195661757918
2723977,-18.144267260576445,-10.76081044712172
2700648,-20.75966739576926,-11.193602028026637
2700635,-22.488091712297862,-12.98294284335022
2716358,-21.723541128854862,-13.122034134968773
2700556,-17.968432980526288,-12.599943231155798
2700521,-23.05476863841775,-14.787418783145514
2700501,-21.010622779559927,-13.111493180826294
2700478,-21.875540605851715,-13.21878921157205
2700468,-18.88964716765993,-10.705724461190727
2700454,-21.124578341134477,-12.687251008437407
2722266,-20.635348762073967,-12.947098414991407
2700372,-20.59838894013394,-11.98049217135057
2700351,-20.346963828827825,-11.990416589083386
2725568,-23.045778442238817,-14.078171607190344
2700319,-20.912352080513102,-12.844141886238912
2700296,-20.182437529966894,-9.878686491916106
2700270,-18.68580680102344,-9.431570133455143
2700267,-20.9929116198572,-9.659579958779974
2700264,-18.870283332616037,-6.049624354201005
2700251,-20.98869469072208,-4.947624828766041
2700190,-22.086486397008258,-12.446277989649863
2725572,-20.696175738837983,-8.711928929346287
2700136,-22.195239972344712,-12.766060000035186
2700129,-21.933543321885665,-8.558894772189168
2700111,-19.363321314245784,-10.934499686535204
2723981,-20.77082464205046,-11.385410623143565
2700039,-20.044246153959616,-11.26793973666083
2700030,-20.63250859854764,-9.158845483593488
2723982,-21.40775487748346,-12.941160232899238
2700016,-20.584632733359037,-11.226778137390145
2715753,-18.838877294079296,-5.159201881896781
2716388,-19.188116231406745,-1.3879257687851774
2715710,-19.32656859602155,-3.97357635325086
2722277,-19.230538731587398,-10.485392445916112
2717257,-24.271508825871223,-14.617524720521216
2715693,-21.040477423107568,-12.968860757591866
2715585,-21.878337125067834,-13.659564151457795
2723986,-21.639879072114102,-11.196652816214197
2715571,-20.678756931193803,-12.720049544637039
2715564,-22.91460100156415,-13.841161776055895
2717261,-18.664186266441362,-10.873026445115412
2725578,-22.402993839226195,-12.743203642099378
2715507,-16.289374081943052,-7.094544034737187
2723988,-21.360775569121664,-12.843484964789246
2715469,-20.463479698523752,-12.313931185790969
2715458,-20.75671179497071,-10.945592336435709
2715441,-21.337863698105366,-9.28958435966001
2715440,-20.427303227107945,-9.774540762977015
2723989,-18.406940574087066,-6.013070862382874
2715431,-19.484902830264776,-11.189162589988216
2715422,-20.208598872613177,-11.656769858753828
2715419,-20.15351842657788,-11.104671443444285
2715395,-22.64415657444163,-12.947278458211423
2723990,-20.90132720765587,-12.844729455563312
2722287,-21.554398094800092,-11.074344711318185
2715341,-20.629577569286624,-12.366747425022494
2715333,-21.44901846345378,-12.58548743435285
2715317,-18.19756312600465,-9.53676199537838
2715295,-22.28233072077241,-13.86348500762551
2715284,-19.49167325776218,-12.923769704546926
2715225,-22.797685902543595,-13.777148743009349
2716418,-19.962725018653206,-12.215028934263911
2717273,-22.82359408000469,-14.270601136119042
2715157,-21.66541999153772,-12.549448898262785
2715155,-24.175105390126713,-15.534908511531706
2715150,-21.331606700451083,-11.845128619851414
2722289,-21.37019348889369,-13.845933946529856
2715127,-20.077804121641865,-11.509567735092924
2715110,-19.700741547031253,-9.488450683465503
2715106,-20.238835212531992,-11.406620407746377
2723993,-19.323332520335597,-6.672633333262269
2715086,-16.01016622394236,-7.250136149753069
2715063,-20.77638297132123,-12.072178581479495
2715049,-19.996591164489285,-11.822281172984782
2725587,-22.157421147939736,-11.997989672089133
2715026,-21.77277082464677,-12.117492663262885
2715023,-21.691861091157914,-13.714436955924521
2715012,-23.510860403638226,-15.75391430045112
2715005,-19.487444707136742,-10.83409501988701
2714926,-20.677919591056522,-11.754386137501644
2714906,-18.9555991858845,-13.252446473994942
2714899,-17.450975663725682,-9.255525315700341
2714887,-19.474271737885555,-12.11858167343879
2723995,-23.023328641384797,-13.846142394578262
2714865,-21.08057303844222,-11.615942690808073
2714864,-18.93038383790779,-9.60657320910362
2714862,-20.509022333206996,-11.216966787677885
2714764,-20.920523443527625,-10.919956090236187
2714743,-19.485395973841662,-11.360171551856013
2725589,-21.836297908376057,-10.794517991090284
2714720,-20.943057867646324,-12.067929539683352
2714709,-20.64470632360694,-10.447165099221102
2714679,-19.091486123237107,-9.29494088534353
2714648,-16.6357512471553,-7.8866622549997
2723997,-22.40841819975513,-13.731238941921369
2714625,-22.244566758822508,-14.296070157934901
2714567,-21.83343116252644,-11.782821652303468
2714566,-16.63322603290574,-10.639353263197956
2714503,-20.56985783672458,-12.371105351045628
2714500,-18.836441028140307,-10.055274098458222
2714484,-20.864201772724552,-11.389670829640075
2714473,-17.304611974466912,-6.908132121033275
2725591,-21.426628058279835,-12.085725343625565
2714442,-19.98678303468433,-9.651191779001142
2717293,-20.978650608908907,-10.43059685455909
2714411,-19.354129462469157,-9.795551501626266
2714388,-22.750601984907032,-14.526619701164327
2714378,-20.49797365062837,-11.238386143596426
2724000,-21.68424281043198,-12.798559886049292
2722305,-21.148220689104267,-12.271301225393332
2718539,-20.06572049215293,-13.328877883264033
2714284,-18.231260348706964,-10.219264366517173
2714265,-22.875381220601856,-12.188832687144856
2714252,-21.16076045982918,-13.164793250246392
2714245,-17.25617082052557,-11.86175622578904
2714235,-19.51559232299861,-9.890777488623439
2714220,-20.847412805727064,-8.38498636786793
2714197,-24.462555849470483,-16.1895204692722
2714154,-19.955994887883033,-11.988457165407304
2714138,-18.021392506519582,-6.892156189991621
2714135,-22.899895031784254,-14.33267728248228
2714134,-21.292010819571725,-11.705047516455155
2714112,-19.869565177935243,-10.857230198528335
2714081,-18.189376027033276,-8.628225399212539
2714066,-23.61232212662685,-14.748184950727099
2716489,-19.84510111162576,-11.411005164435494
2714050,-21.784594754361848,-13.48334521681401
2714040,-17.767206412032113,-10.067360690544193
2714010,-24.76642506941158,-15.308543268191944
2713971,-21.154594888153422,-13.655715008299055
2713942,-20.07466924559534,-9.230314825959871
2713915,-19.53144012247638,-5.029147286137057
2713867,-21.572723300862336,-13.294010001702395
2713864,-18.31677795709469,-9.927540337069356
2713852,-21.309177348125708,-12.107450984861947
2724007,-19.251518794351327,-11.210847566870452
2713835,-21.086176772269884,-12.820312506343692
2724008,-21.575999192045135,-13.151355113656843
2713815,-23.824236244941172,-15.801314123710487
2713805,-19.02467985869654,-13.257845838086489
2713777,-19.295321502623278,-10.126987501644393
2713773,-20.50585972786657,-13.648206364385794
2713753,-20.980781833617648,-12.736970062551555
2713734,-20.227360455358212,-12.061695297776623
2725599,-19.785728704454545,-10.29499250940821
2725600,-20.365580628129642,-11.982611088951373
2713688,-21.44351110106806,-11.546771760624383
2713677,-18.479034222803566,-10.821316504956226
2713673,-20.794935688308023,-9.954802717710587
2713667,-17.024920820312406,-10.41055481682783
2713554,-21.568668343863145,-12.037259807254483
2713545,-18.835749867088857,-8.067995070515144
2713532,-20.999634355768787,-12.814632689886327
2722318,-18.478920964082928,-9.312157143610312
2713519,-21.274455393397805,-13.57113233589269
2725602,-23.242766731343842,-6.1949868401779975
2713487,-19.911931655102048,-12.49103110217238
2713452,-19.426562318599107,-12.564230851567261
2713396,-17.228241669868876,-10.202932636398515
2713392,-19.869772836757953,-12.786543817029388
2716523,-22.663629480248417,-12.789417412198151
2713355,-21.395008630683076,-13.07313836113343
2713333,-22.153031411368758,-13.670158750894412
2713316,-21.785478111841442,-12.777481265296494
2722325,-20.408677050823254,-11.372903549841489
2722327,-19.76009517910961,-9.943784993836092
2717320,-20.301395585159277,-12.12979530949973
2713248,-23.33295571248026,-13.209743004981927
2713236,-19.762895642055415,-12.10612766127498
2713191,-22.135592182538225,-12.639321315378538
2713181,-18.849003495186658,-6.629775950784918
2713154,-20.48971983631269,-12.517569272195646
2713135,-17.928327917679503,-10.007215042643937
2713124,-16.697082406441247,-10.305691500232356
2722332,-21.009940299546603,-10.825326091437873
2725607,-21.05836982641731,-4.294968464232251
2713115,-17.947251936806094,-8.847654897953806
2716542,-20.21678962644255,-12.90349173940225
2713046,-19.82090556317894,-11.852651447547125
2717325,-21.137879973111584,-12.314236703226658
2725609,-21.104574074800553,-12.26600119668237
2713004,-18.445456209263906,-8.331285768609007
2713001,-19.825686777650372,-11.308318336523477
2717328,-23.57790745199162,-3.880014110099692
2712972,-15.039515806090261,-7.582647570045382
2712956,-21.505603379422674,-13.654623880978791
2712929,-19.799857457742426,-9.598801496806885
2712896,-15.84412768866116,-10.940593864979862
2712891,-18.888963558884747,-8.0840270695677
2716554,-21.928302429003363,-12.50297028506145
2712875,-19.21777334780831,-10.49408158327087
2716556,-21.563464690658563,-6.529779757948569
2717335,-21.205186742586235,-12.407877667441161
2725613,-19.904222589538996,-10.462090232683618
2724013,-21.90171589414352,-12.432333706088519
2712736,-23.736259235001686,-13.38074745522525
2712684,-18.032058813927925,-10.45231961545876
2712672,-17.597998727289628,-9.170345522001226
2722342,-19.01020444956493,-11.045780212445717
2724014,-21.296315499010184,-11.688914557656213
2712586,-21.844474250506494,-9.735557781155922
2712561,-17.573916613556413,-11.340917291955364
2712558,-20.934451837827563,-13.11985495767948
2725615,-24.02781120432981,-15.207997367244943
2725616,-21.073068643361157,-3.2242219953088256
2712541,-22.132841935740167,-13.180747063709315
2725617,-18.679652259880353,-10.613142279265638
2712509,-19.71157662710406,-12.339144855767437
2712502,-17.480892670217113,-9.284312967129022
2712488,-18.0846926633674,-12.235926916757677
2712404,-19.5516315118819,-10.520064543761416
2712399,-20.301559145778036,-10.307821874302906
2722349,-20.930941164760505,-6.576233799839446
2712356,-22.31345763686448,-13.070927339042754
2712332,-17.115785698336552,-8.635673724746411
2712313,-20.428223629979016,-12.044955831710675
2712306,-20.032801942587596,-2.576359533475875
2712297,-21.054291177444846,-12.424534391721407
2724017,-20.417389260120515,-13.352660780974272
2712266,-21.16715519985858,-13.301544303630557
2712246,-21.45729998524176,-12.023700536726386
2725620,-22.14582051333311,-11.658613497045959
2712211,-20.419087722706298,-11.937009100428837
2712207,-17.691332208676407,-9.568807117015975
2712197,-22.595966138373132,-13.686649841987972
2712088,-20.977796729135573,-12.768760455074908
2712084,-20.867665671976727,-11.560642008655211
2712068,-23.59275822602876,-9.468620135745573
2712051,-19.902726980283653,-12.480820876192757
2712044,-24.145678927297702,-15.365455027907684
2712035,-21.61171593559575,-11.822554266070028
2712028,-22.23518091181985,-13.179248495569228
2712009,-21.51100296449947,-13.130192723038496
2711997,-21.030121751522817,-12.661321831129026
2711935,-19.72809957391762,-11.716472957693295
2711856,-20.321300031663302,-11.72609976116233
2725626,-21.843014938520636,-12.291141569361555
2716618,-21.268640169992242,-8.504465514341367
2711817,-21.56465350538374,-12.19085801189388
2711771,-17.418684257374444,-13.34559853669917
2711735,-17.990959628695084,-6.63400161952136
2725629,-22.726402328907216,-13.838352110073334
2722365,-17.036732412047137,-8.906203490797742
2725631,-23.925124810007297,-15.07184289356853
2724019,-16.950726869435403,-10.23954317793652
2711685,-20.403262733057286,-12.550122935306723
2725632,-20.924547298801258,-11.913200851385369
2711678,-19.553247471516165,-11.50619110086036
2722366,-22.64471750827605,-13.43362109206571
2725633,-24.394174613225807,-16.242782671944102
2711635,-21.739839812280454,-14.58322717059593
2711632,-19.875867915911495,-10.866401799123004
2725634,-21.44253122999187,-12.431190469901418
2717367,-18.822717920137084,-10.320862691626889
2711589,-21.145915625910348,-12.0821127821101
2722373,-19.449464338666463,-9.60553229755916
2711518,-22.16950839019892,-14.5097149372708
2711515,-21.370255749501165,-10.052822149438768
2711508,-20.526168241958164,-11.995686556476311
2711439,-17.760381823726767,-6.845832493240425
2717370,-21.800179058173825,-13.07302543041586
2711428,-21.288477655246275,-12.387857705828072
2711415,-20.26148086302161,-12.785341066388328
2711357,-19.811712479204477,-10.899975941766968
2711346,-20.872248330810823,-12.793369194597167
2722377,-21.666685302477017,-12.796006703683567
2711325,-19.634073603663637,-10.241680829899105
2711313,-19.63062500105585,-12.400214193553396
2722378,-21.72266075302828,-12.726657383512345
2711307,-23.32792788161631,-14.557955678958882
2722379,-20.173597162061238,-12.002305479567507
2717371,-19.403186186263426,-6.643779423810913
2711280,-22.470734576452507,-11.587403630242385
2711279,-20.266219467695933,-9.911996445626293
2711266,-20.20233103794712,-9.80563691663055
2711257,-22.18851590863948,-13.84183538566501
2711249,-20.275123868487718,-9.705983111567095
2711220,-20.312865562528696,-14.851943471654101
2711217,-21.446964526740924,-12.737809710741757
2711170,-19.798801994383545,-7.4922225720998625
2711157,-21.16747907373532,-12.339799272174327
2711142,-22.594006917734355,-12.935874586490645
2711125,-17.661121350179215,-9.33512034748613
2724023,-21.197837403273564,-12.806657478080435
2711008,-21.200165706395538,-8.562197715109036
2711004,-19.117547151164096,-7.0996169281150285
2710952,-22.06621569856686,-12.657116826042792
2710874,-18.054796710172976,-5.08711516675227
2710871,-19.987943098791174,-13.624662736354455
2716684,-21.644327607470398,-12.401114845713256
2710817,-20.2772822958763,-11.979224777433302
2716688,-19.568244100973786,-8.10840025181811
2710778,-20.798066683185777,-12.657223156150055
2710777,-21.04297368570866,-3.6127832819570114
2725641,-18.131127867872628,-7.8179979591057975
2710745,-21.025955774751395,-12.833899167220064
2710727,-18.051531886221817,-9.36259067320723
2710718,-20.63706680140402,-12.643785874586698
2725642,-23.37943555859183,-14.349044597730106
2710671,-20.333321916220132,-11.105323086528363
2710556,-21.70388322943714,-12.64521498724085
2716709,-18.753231852478073,-8.996169607382512
2710541,-18.210118306289818,-10.070185272371978
2710474,-19.069479941256084,-7.890401644493068
2710447,-22.425012360762096,-11.898123233549414
2710380,-18.94290804889075,-9.380174552726086
2722398,-19.321022210379308,-5.894372252732481
2722399,-19.61392017353264,-3.752904627822727
2717393,-18.93785303208366,-11.064224966587188
2710197,-19.840869049996087,-11.319434020071393
2710196,-19.28172346158986,-10.38937055355339
2710195,-18.21537309699942,-11.0562177626296
2710144,-16.764468972900797,-10.215701267508532
2716721,-20.280717318818837,-9.964177696880066
2724028,-20.198894526280323,-8.079001029951701
2722409,-18.49229135609638,-11.572930235162413
2709934,-20.97379420322146,-11.793147169238788
2709896,-17.19017689925167,-10.583766014955323
2724031,-21.47198215597524,-11.205771334302879
2716727,-24.13846443402364,-14.809426045117034
2717405,-20.623094182512734,-12.917235566316352
2722429,-20.36261263866035,-12.80593986072327
2725644,-20.785478562923586,-12.185122026780036
2725645,-21.572312187087547,-12.858908336721404
2722433,-20.6236853236961,-10.318551772740767
2716751,-20.61541613524227,-4.261649721393148
2717419,-20.851813721217585,-11.408013337307006
2715561,-20.401826561826034,-10.849948996232104
2725649,-22.858838873931383,-13.776848132864734
2716834,-21.418969444358773,-12.68277384786547
2716851,-24.100141567237383,-14.716107669123199
2716852,-23.786831879989567,-14.871780749956386
2722459,-19.494686245873474,-9.204460944020523
2724038,-21.15372736612432,-12.748253345995705
2701237,-20.592651971702892,-12.715526435377116
2701238,-16.495087042583112,-8.600779570147806
2701322,-19.761160205924067,-7.396676282190652
2701363,-17.723502887523733,-11.300632931746444
2701386,-22.23879140417368,-13.877490258789262
2701410,-22.07469531016251,-13.636623117751483
2725653,-21.835903259568916,-12.782542088256932
2701444,-21.890332884864975,-14.033998797131943
2724039,-21.573789414014332,-8.325926398183494
2701609,-21.483857293691955,-12.397285024327076
2701670,-21.2760010523498,-12.898343289368043
2724040,-18.437974033158753,-10.604972498931106
2724041,-20.1574514187204,-11.325239427996907
2700794,-18.40602718289745,-10.539081278014217
2717065,-20.999921524596726,-9.175663305439068
2725654,-20.379465253911114,-5.278603403593952
2700381,-20.822109778974948,-12.459006335866931
2725655,-20.7724041110692,-9.496478421247605
2700333,-19.772416911882154,-11.119289111840953
2717075,-20.20273044011242,-4.418329949201259
2700174,-23.951049115272365,-14.885666432184072
2700134,-20.894019709905788,-12.69164904678334
2700019,-19.137993106881698,-11.709597095490723
2715699,-20.815878288188035,-8.094745034794123
2715487,-20.635420058428906,-13.657782697579933
2715349,-17.926421156130303,-9.750877935067914
2715312,-19.41325424609368,-11.241524220256998
2715289,-21.82363048665723,-12.569829025231675
2715279,-22.15020729957703,-11.502791551496308
2724859,-21.009531772990748,-7.495381549667927
2715138,-22.724430310643324,-12.437235551472972
2722472,-21.06130441800629,-12.667329517849021
2724045,-22.40995592907408,-14.310143421170881
2725660,-20.918061182791607,-11.57933315166163
2714721,-21.637156180824885,-13.839969553869588
2714686,-20.444710485220078,-8.779869602308946
2714658,-18.17858665470741,-13.08500055997423
2714640,-21.718858215457306,-12.84374452506991
2714595,-15.858360600111585,-10.979656997042643
2714538,-20.195301308904142,-10.386360882668471
2714408,-17.979341274827167,-10.287324185318777
2714288,-18.59965704488072,-12.09907172519997
2717450,-21.01911728950257,-13.125533807030768
2714086,-19.242703267497156,-6.629616210903913
2724046,-17.435562235044937,-7.702537350970482
2714002,-20.2307180641995,-12.373745637327135
2713964,-20.647031967122107,-8.650361596356046
2713953,-21.05927966768917,-12.15891411342033
2713846,-21.118824840688713,-9.687855004206416
2713826,-19.077447548171342,-8.893709806405562
2725663,-18.95460160713321,-10.460886124087246
2713762,-23.19214486594556,-14.003462305600394
2724047,-23.32228121897807,-13.95918355417824
2713681,-21.720636607762888,-10.946272131125289
2713672,-15.331764580452976,-8.81022281543228
2713656,-18.038030437201403,-12.226604483869549
2713559,-21.486698744875202,-13.220121468468717
2724048,-19.48481025290211,-7.923090648939775
2713393,-19.590724438424413,-12.88975336550944
2717458,-20.176592845348274,-11.905943075767068
2712708,-19.740629437714833,-11.828505191029189
2712616,-21.122559264154706,-5.6404228125097085
2712604,-19.092473766885924,-10.039154848072728
2712552,-20.59266648150507,-10.992670712377713
2712444,-16.18142236509068,-6.359161036090413
2717466,-20.354731349639422,-12.620405670598972
2717115,-19.230520643715593,-11.444439169485706
2712154,-21.47378857999802,-12.62203370843878
2725670,-21.550711307392913,-11.003562498352313
2717120,-21.47262157887957,-11.922666791125843
2725671,-22.918275053663432,-13.677522972546708
2722493,-22.658179432353442,-13.444371174222027
2711481,-20.994044752168925,-10.46278241533297
2711345,-18.40421881459509,-6.427971893371151
2711255,-21.72719939402946,-13.267805785953952
2711119,-22.09329096339438,-13.50277529047473
2710878,-19.19839565707362,-9.457119054333857
2710838,-20.809560539392564,-8.783343868464787
2710792,-19.38755950438548,-9.605116646711972
2710733,-20.85377110918511,-12.309090578914967
2724052,-22.67322989867743,-10.599075529088992
2710215,-18.829410666586707,-10.744095218969589
2710214,-20.358637703009954,-9.606899689362864
2710213,-19.60185865552931,-10.413508673049519
2710199,-19.447740549291595,-13.437275412772497
2722504,-19.416080155448743,-7.463791448721796
2717163,-21.92221482655685,-13.043683966156555
2722516,-21.366792013767608,-11.859542346614296
2725676,-20.501794751452827,-5.027580150951143
2725677,-20.475645923759174,-4.691020159638139
2722520,-20.02870196795381,-3.486019679621547
2718169,-21.938938084356014,-13.505213848495885
2718452,-22.900453479195072,-14.860253360600863
2718453,-21.780326094837942,-13.093388166480795
2718960,-19.42025341836155,-10.255127766251046
2718667,-22.79484078399114,-14.555356803565896
2718668,-20.49650796344111,-13.744132066947508
2718669,-22.524184037022337,-12.54479805424741
2718670,-20.654336196826584,-13.69030277705685
2718671,-21.467372515219708,-11.186646102718024
2722534,-17.419409058292796,-11.631619659300297
2718602,-20.402886073542778,-13.109032581725781
2724057,-21.351881476531293,-12.236126668780237
2722535,-19.310659999153295,-7.4671594663434
2722536,-19.551343956443162,-8.2862425554347
2722537,-21.92455633483162,-12.36842187017269
2722538,-21.442136623449343,-11.991747338839524
2722542,-21.8296070658208,-14.474823857618857
2722548,-17.56351870059042,-7.886071341924315
2722549,-17.680810981840658,-8.567405374384611
2722550,-17.88490973473971,-9.01902000129805
2725678,-23.072601966861686,-8.119177572001027
2716470,-18.96301032095037,-11.21692128644355
2718540,-19.925910115153517,-12.395590065406536
2722564,-21.62155029639434,-10.5949691528832
2718454,-23.135615785046564,-14.520830057589205
2722574,-19.89088561037844,-12.61495830844309
2722575,-22.17302725495661,-13.901951351088975
2725683,-23.11869647087347,-13.508523153135352
2722605,-21.97366995652317,-11.760848436049413
2722611,-19.423665838600346,-9.237353580591288
2722612,-20.09961168033675,-11.253725716153436
2725685,-17.156531328788237,-11.126426709669083
2722660,-21.18437087562223,-11.88214836738389
2724063,-22.665516343645596,-14.250270175759493
2724064,-22.20874982953389,-11.17304491033104
2724065,-20.995851559313493,-12.618223660335795
2724066,-20.473069999997396,-11.86761743159358
2712658,-21.220248052609108,-12.433966934588899
2722727,-22.807181896828993,-12.777409772255508
2722728,-22.63757673068521,-12.894223360836197
2722729,-21.325605111715948,-10.312570001314674
2725688,-23.412282249253614,-15.217152220416398
2718033,-21.736895467942333,-14.314929519401742
2722741,-17.948162062300828,-5.857762939517257
2700652,-25.905597435902678,-19.669616110423686
2722746,-19.002691144921876,-1.8376098740782136
2722767,-20.986588558456912,-12.14062043504128
2722769,-22.187611265836203,-13.939195494778374
2724068,-22.521638456172944,-14.139240597090119
2719058,-20.632154864284182,-9.10952560420616
2722778,-19.140401536194652,-11.372604657804729
2718185,-19.22795469312749,-3.303491092914488
2722779,-16.584235545669845,-10.79995439510386
2722780,-18.06078469109651,-9.088355377895482
2722795,-20.283591849218418,-12.156021429583797
2722799,-20.40315689765436,-10.566288359080186
2724070,-20.042039983128866,-10.966824627700943
2724071,-21.954267432516463,-12.12083872258868
2722802,-21.404622446747727,-12.51851374689407
2718218,-18.572613870382064,-11.3928995757046
2724073,-18.452114593746845,-10.380489691891531
2701084,-19.286906999374892,-9.464921489415211
2722848,-21.627224785342186,-8.545043413096295
2722849,-24.207231802697088,-14.903881639362192
2723663,-17.13362413624258,-11.670049140780312
2722874,-20.236881006327838,-12.839216158795974
2722875,-19.85600719161829,-11.152796493283764
2711919,-20.883637864376542,-10.567444857650658
2714436,-20.060197081568727,-11.666225225466299
2722918,-21.541129256430764,-12.365669845256214
2722919,-21.630543295406135,-12.976290870504746
2724916,-24.716957741479906,-16.576824041071053
2724788,-19.384620170152726,-10.671920759420704
2724789,-20.429418687423336,-10.989842139234518
2724790,-20.27963605330641,-11.224824786537166
2701607,-21.30356935210339,-12.117821459782318
2724742,-20.887599267984008,-12.740137459989608
2724084,-20.607037526562003,-11.450513587010287
2724786,-21.15694382207346,-12.41502648253005
2724825,-16.551549445136065,-10.346435915088788
2724822,-21.487671135424343,-11.1847360748195
2724827,-21.885930734879857,-10.61643133142941
2724772,-21.713029230693873,-11.170468541739393
2724800,-20.775408960267256,-13.05888092911296
2724820,-19.05618996224801,-11.440525396675948
2724821,-22.00121354410653,-11.130077167386432
2724914,-19.578914868484148,-11.483317812759482
2724087,-21.22118350642122,-13.25321990467806
2724815,-20.075436332986467,-12.16565521049079
2724872,-20.62950320296715,-12.465958533938604
2724756,-19.85307562235177,-4.36441937512414
2724774,-21.389653274808683,-10.317160636105742
2724823,-21.17063080111918,-12.786258140303447
2724830,-20.587090251148354,-9.273649067300308
2724911,-20.686287279612056,-8.611433207541886
2724889,-22.381159068318876,-13.41192726259793
2724777,-19.91355572442851,-10.699540806153706
2724099,-20.884081122939484,-8.540656592638614
2724812,-16.694973284548798,-5.523255942658807
2724100,-16.2867665542295,-10.651360710075242
2724101,-19.500362259377418,-12.332007345451263
2724102,-18.45334458307741,-9.8647215043062
2724862,-20.630704153552575,-10.90402030922044
2724105,-18.901272145388127,-5.333579011641832
2724106,-16.407419109912226,-5.5918273983676094
2724107,-16.277735419183344,-6.989647645204877
2724108,-15.688035240868693,-5.570400172285687
2724109,-16.450046228033028,-5.859539140749996
2724110,-16.299986309073223,-9.229198670895487
2706910,-21.972582474576864,-12.578998574222751
2724418,-19.57907036996112,-13.041276844788714
2724419,-20.283173929306272,-12.039935276344625
2725948,-19.474776082794552,-7.840124128964897
