unit_id,is_unit,sequence,COUNTY,ACRES,lon,lat,elev_m,km_to_river,t20_peak_date,crop_sequence,truth,opt15,clear15,s1_vv,s1_vh,s1_both,pre_vv,post_vv,d_vv,d_vv_31,base_vv,base_vh,pre_ndvi,post_ndvi,d_ndvi,pre_n,post_n,image_trigger,cpc_event,prism_event,daymet_event,imerg_event,cpc_jan,prism_jan,daymet_jan,imerg_jan,rain_spread_mm
4403726,True,A,Santa Cruz,0.8082009305459148,-121.701971,36.951819,85.79710237647795,2.882864182661372,,T20,unknown,0.0,0.0,0.0,0.0,0.0,-10.98134461206622,-9.961074435391266,1.0202701766749538,1.66892516732816,0.0,0.0,0.6016068236886252,0.4523154438801617,-0.1492913798084634,6.0,14.0,False,79.23750667572023,153.09749460220337,121.9400029182434,69.51999836880714,151.53327037096025,282.29499101638794,218.49999928474423,182.43499598558992,83.57749623339623
4403725,True,A,Santa Cruz,4.45275772278153,-121.684327,36.925496,19.393998936406213,1.7398512631920275,,T20,unknown,0.0,0.0,0.0,0.0144972828445926,0.0,-12.914074477400018,-11.873043446210042,1.0410310311899753,0.821736150303094,0.0386652082573745,0.6169418546104831,0.085705454978624,0.1863859766104641,0.10068052163184,3.0,8.0,False,79.23750667572023,107.0259974002838,109.92000138759612,66.27499858662486,151.53327037096025,207.3426961898804,196.69000148773196,167.63999602384865,43.645002800971255
4403724,False,B,Santa Cruz,6.453554185767045,-121.820402,36.906387,,,2022-10-25,T20 > G6,not a unit (sequence B/C),,,,,,,,,,,,,,,,,False,,,,,,,,,
4404030,True,A,Santa Cruz,10.332055546948308,-121.852279,36.930425,33.748852820242824,3.600898463136688,,T20,unknown,0.0,0.0,0.0,0.0150880134115674,0.0,-10.835012858010703,-10.773893340071362,0.0611195179393426,0.4421585647017956,0.0,0.022901448928272,0.5192371001802791,0.470233901494289,-0.0490031986859901,8.0,15.73440306550114,False,79.23750667572023,127.87199854850768,124.39999747276306,76.7449983721599,151.53327037096025,235.97699284553528,242.3099989891052,187.7149960519746,51.12700017634778
4405096,True,A,Santa Cruz,1.6257873710425554,-121.826923,36.90692,65.37693797594183,1.8410717590835275,,T20,unknown,0.0,0.0,0.0,0.0365538990825688,0.0,-11.006200833699442,-10.52407004968282,0.4821307840166202,0.4744173558903437,0.0,0.4867163608562692,0.3708716737446788,0.367139829897296,-0.0037318438473828,8.0,14.0,False,79.23750667572023,134.08640003204346,117.87000274658205,76.7449983721599,151.53327037096025,240.0761926174164,220.7500021457672,187.7149960519746,57.34140165988356
4403991,True,A,Santa Cruz,1.4359245503271898,-121.812029,36.889392,27.02489206977688,0.8850778523779932,,T20,not_flooded,0.0,1.0,0.0,0.0002680821403678,0.0,-14.637199165597412,-13.54062076281352,1.0965784027838923,0.1659076714893004,0.4018015119832718,0.9262237949707792,0.4423467087161478,0.3998299844223058,-0.042516724293842,7.210927028041393,14.0,False,79.23750667572023,109.97149848937988,110.84999990463255,67.69999848026782,151.53327037096025,193.0911934375763,204.6899991035461,191.6849961988628,43.15000142436473
4403956,True,A,Santa Cruz,2.8003072492588,-121.824164,36.880757,41.15862160654286,1.966080706992568,,T20,not_flooded,0.0,0.8807331863285555,0.0,0.0140573318632855,0.0,-16.312910053301128,-15.564536451273533,0.7483736020275948,2.0039196357740394,0.681532524807056,0.9971058434399118,0.3701335870082742,0.3862898360268347,0.0161562490185604,6.0,14.0,False,79.23750667572023,109.97149848937988,112.0700011253357,67.69999848026782,151.53327037096025,193.0911934375763,209.69000244140625,191.6849961988628,44.37000264506787
4403933,True,A,Santa Cruz,1.3861742328281037,-121.815846,36.925862,60.21147146381137,1.2242031072289543,,T20,unknown,0.0,0.0,0.0,0.014139607667803,0.0,-14.350016952116013,-12.992297520325527,1.3577194317904837,1.5250160436706164,0.4006594757726483,0.7493433186162185,0.0839524325550697,0.1251945084451509,0.0412420758900811,6.0,14.0,False,79.23750667572023,134.08640003204346,123.62000155448914,76.7449983721599,151.53327037096025,240.0761926174164,225.92999809980392,187.7149960519746,57.34140165988356
4405099,False,B,Santa Cruz,29.493454290510144,-121.785687,36.889489,,,2022-10-19,T20 > T30,not a unit (sequence B/C),,,,,,,,,,,,,,,,,False,,,,,,,,,
4403904,True,A,Santa Cruz,1.410063610428233,-121.818033,36.88056,36.6672506305637,1.4216731506806055,,T20,unknown,0.0,0.0,0.0,0.0582668500687757,0.0,-16.965152407058202,-15.763740298212538,1.2014121088456644,0.901619523674043,0.8372489683631361,0.8272902338376892,0.5968774783004593,0.5457879000434851,-0.0510895782569742,6.0,14.0,False,79.23750667572023,109.97149848937988,112.0700011253357,67.69999848026782,151.53327037096025,193.0911934375763,209.69000244140625,191.6849961988628,44.37000264506787
4403896,True,A,Santa Cruz,1.897697305439742,-121.822784,36.878298,37.15175350771954,1.871526129743524,,T20,unknown,0.0,0.1978380583316336,0.0322659596165612,0.0102386294105649,0.0,-14.519922930929503,-13.686908119746413,0.8330148111830926,1.2768378509866949,0.2854170915765857,0.8773811951866205,0.3757701465433383,0.339551010785627,-0.0362191357577112,6.0,14.0,False,79.23750667572023,109.97149848937988,107.05999946594238,67.69999848026782,151.53327037096025,193.0911934375763,202.0200023651123,191.6849961988628,42.27150000911206
4403892,True,A,Santa Cruz,2.4777365070234416,-121.821795,36.879693,39.51918634082437,1.7629915093798223,,T20,unknown,0.0,0.0882793484366223,0.0636584909193035,0.0122948261873556,0.0,-16.81609795038912,-16.03475667821539,0.7813412721737301,0.5384738683928134,0.9771578356113088,1.0,0.3392879559804881,0.2441155711437799,-0.0951723848367082,6.0,14.0,False,79.23750667572023,109.97149848937988,107.05999946594238,67.69999848026782,151.53327037096025,193.0911934375763,202.0200023651123,191.6849961988628,42.27150000911206
4403887,True,A,Santa Cruz,1.747129976571347,-121.820387,36.877822,36.29525461657271,1.6731556456927408,,T20,unknown,0.0,0.0,0.0,0.0,0.0,-16.60882380680163,-16.402419447433243,0.2064043593683884,0.9583646806967554,0.8843033822421205,1.0,0.4396910454143715,0.3912082057302739,-0.0484828396840976,6.0,14.0,False,79.23750667572023,109.97149848937988,107.05999946594238,67.69999848026782,151.53327037096025,193.0911934375763,202.0200023651123,191.6849961988628,42.27150000911206
4403881,True,A,Santa Cruz,1.3448818716762896,-121.822857,36.883659,38.378482101242255,1.848911323816702,,T20,not_flooded,0.0,0.6653391053391052,0.0,0.0,0.0,-15.69150526651398,-15.824890423135116,-0.1333851566211361,1.483420114028991,0.8190476190476189,0.958037518037518,0.6485105045120438,0.5482696490869204,-0.1002408554251234,6.0,14.0,False,79.23750667572023,109.97149848937988,112.0700011253357,67.69999848026782,151.53327037096025,193.0911934375763,209.69000244140625,191.6849961988628,44.37000264506787
4404594,True,A,Santa Cruz,13.292854499047692,-121.820907,36.894608,33.22248919846789,1.3552423979878687,,T20,unknown,0.0,0.0,0.0010009136246457,0.0302950949413127,0.0,-10.571065706212831,-10.265161436476935,0.3059042697358958,0.7001197163387793,0.0218455217844194,0.817496202929418,0.1077064018758481,0.1681015322865823,0.0603951304107342,8.0,14.0,False,79.23750667572023,134.08640003204346,114.90999984741212,67.69999848026782,151.53327037096025,240.0761926174164,215.13999795913696,191.6849961988628,66.38640155177563
4403875,False,B,Santa Cruz,0.8122591925043945,-121.816721,36.892831,,,2022-11-04,T20 > X,not a unit (sequence B/C),,,,,,,,,,,,,,,,,False,,,,,,,,,
4404595,True,A,Santa Cruz,3.980121662745784,-121.845378,36.935135,88.97343234803142,2.8169544993523457,,T20,unknown,0.0,0.0,0.0231791290854427,0.0132285908253321,0.0083406071186111,-12.041975909490777,-11.93287448369972,0.1091014257910547,0.3077986531889163,0.0,0.0002327611288914,0.5746200602173216,0.4800773371833682,-0.0945427230339533,8.0,16.0,False,79.23750667572023,134.08640003204346,134.21000146865845,76.7449983721599,151.53327037096025,240.0761926174164,249.2599979639053,187.7149960519746,57.46500309649855
4403864,True,A,Santa Cruz,0.9462928866129624,-121.824874,36.882878,30.34141893923069,2.0284590902350867,,T20,unknown,0.0,0.0,0.0,0.0138117031709709,0.0,-16.197027375779818,-15.188935836674217,1.0080915391056031,1.4688190423163423,0.8680941484145144,1.0,0.4379029416690156,0.4278251634348682,-0.0100777782341474,6.0,14.0,False,79.23750667572023,109.97149848937988,112.0700011253357,67.69999848026782,151.53327037096025,193.0911934375763,209.69000244140625,191.6849961988628,44.37000264506787
4403853,True,A,Santa Cruz,1.5763704911080176,-121.647339,36.906441,44.83848073430912,0.3429545167282105,,T20,unknown,0.0,0.0,0.0,0.0058270492606013,0.0,-11.192600770272753,-10.661867523267311,0.5307332470054398,1.120578758559624,0.0,0.0,0.5709420955504508,0.5067640595738585,-0.0641780359765923,2.0,7.002252472823426,False,79.23750667572023,107.0259974002838,105.69000124931335,66.27499858662486,151.53327037096025,207.3426961898804,185.1400020122528,167.63999602384865,40.75099881365894
4403852,True,A,Santa Cruz,1.0178563214580614,-121.816386,36.925571,57.16662830025939,1.2722449905441122,,T20,unknown,0.0,0.0,0.0,0.0,0.0,-8.325775992078377,-7.649892705058974,0.6758832870194027,0.7751902770214292,0.0,0.2175295186194368,0.2275313014232801,0.2951183225311025,0.0675870211078223,6.0,14.0,False,79.23750667572023,134.08640003204346,123.62000155448914,76.7449983721599,151.53327037096025,240.0761926174164,225.92999809980392,187.7149960519746,57.34140165988356
4403848,True,A,Santa Cruz,2.671325406970798,-121.819352,36.87665,21.310647358011643,1.5921236530800065,,T20,unknown,0.0,0.0622659583732474,0.0,0.0,0.0,-16.160977461256337,-14.596343610013284,1.5646338512430518,1.5477080294973575,0.8921303956573486,0.9712328369473716,0.4843802470514337,0.4647149342109566,-0.019665312840477,6.0,14.0,False,79.23750667572023,109.97149848937988,107.05999946594238,67.69999848026782,151.53327037096025,193.0911934375763,202.0200023651123,191.6849961988628,42.27150000911206
4403840,True,A,Santa Cruz,1.1510541969604722,-121.811889,36.888385,30.613121550364998,0.8726294034447283,,T20,not_flooded,0.0,1.0,0.0,0.0,0.0,-14.513327835650584,-12.637362224742263,1.875965610908322,1.0663409432152555,0.3007143819921822,0.7176843240328885,0.5007300686574733,0.4888583583713847,-0.0118717102860885,8.0,14.0,False,79.23750667572023,109.97149848937988,110.84999990463255,67.69999848026782,151.53327037096025,193.0911934375763,204.6899991035461,191.6849961988628,43.15000142436473
4403838,True,A,Santa Cruz,1.285922836429835,-121.821959,36.88294,31.55609772976718,1.7689998881173197,,T20,not_flooded,0.0,1.0,0.0,0.0,0.0,-16.187783899971098,-14.779886256157422,1.4078976438136763,5.026692800623193,0.8592253478706101,1.0,0.3645948863607178,0.4650480233280495,0.1004531369673317,6.0,14.0,False,79.23750667572023,109.97149848937988,112.0700011253357,67.69999848026782,151.53327037096025,193.0911934375763,209.69000244140625,191.6849961988628,44.37000264506787
4403837,True,A,Santa Cruz,1.6837984120050418,-121.810588,36.882941,13.119408791690027,0.7568929171947464,,T20,unknown,0.0,0.0,0.0,0.0,0.0,-14.4623627184902,-14.54116826770077,-0.0788055492105712,0.5822118826819889,0.4881089286535719,0.7213763282579696,0.2621499929808282,0.2391203922531499,-0.0230296007276782,6.0,14.0,False,79.23750667572023,97.8693985939026,104.64000082015993,67.69999848026782,151.53327037096025,183.5908932685852,195.6199975013733,191.6849961988628,36.940002339892104
4403812,True,A,Santa Cruz,2.311280146770014,-121.82485,36.881725,43.8468868582487,2.026353676085717,,T20,unknown,0.0,0.0407157937066452,0.0008042625917362,0.0417211219463154,0.0008042625917362,-15.997764542305932,-15.347324249503895,0.6504402928020365,0.3012129015335389,0.8518816393552495,1.0,0.3408750155460961,0.3831539683265919,0.0422789527804957,6.0,14.0,False,79.23750667572023,109.97149848937988,112.0700011253357,67.69999848026782,151.53327037096025,193.0911934375763,209.69000244140625,191.6849961988628,44.37000264506787
4404222,True,A,Santa Cruz,6.479674483069837,-121.814891,36.886017,33.03326545344736,1.1398470168849977,,T20,unknown,0.0,0.4806989465637916,0.0,0.0007882855982609,0.0,-12.175409105890813,-10.775165239668498,1.400243866222315,1.0714165469021977,0.346929269283138,0.9487136612282924,0.2837966502882454,0.3285085932276389,0.0447119429393935,6.189224374746199,14.0,False,79.23750667572023,109.97149848937988,110.84999990463255,67.69999848026782,151.53327037096025,193.0911934375763,204.6899991035461,191.6849961988628,43.15000142436473
4403806,True,A,Santa Cruz,1.0065655145087038,-121.825185,36.884355,31.04710540225401,2.056100517347044,,T20,unknown,0.0,0.0,0.0,0.0,0.0,-14.06027289607325,-12.967063441519608,1.0932094545536426,1.476200241862058,0.2513205236163209,1.0,0.377596333860201,0.4101264781153128,0.0325301442551117,6.0,14.0,False,79.23750667572023,109.97149848937988,112.0700011253357,67.69999848026782,151.53327037096025,193.0911934375763,209.69000244140625,191.6849961988628,44.37000264506787
4403769,True,A,Santa Cruz,3.241280571872397,-121.711084,36.936912,33.41845435587686,1.4326485210641589,,T20,unknown,0.0,0.0,0.0,0.0,0.0,-9.692518069440332,-8.967429336137716,0.7250887333026164,0.74437084840336,0.0,0.0158533682456557,0.3120895802495848,0.3810801704028225,0.0689905901532377,2.7407283980004755,7.768912163770532,False,79.23750667572023,104.31609773635864,113.59000205993652,69.51999836880714,151.53327037096025,198.88559532165527,207.2199993133545,182.43499598558992,44.070003691129386
4403720,False,B,Santa Cruz,1.2944574452620037,-121.787741,36.985458,,,2022-11-02,T20 > T18,not a unit (sequence B/C),,,,,,,,,,,,,,,,,False,,,,,,,,,
4405386,False,B,Santa Cruz,15.19401228531815,-121.757357,36.946751,,,2022-11-11,T20 > X,not a unit (sequence B/C),,,,,,,,,,,,,,,,,False,,,,,,,,,
4403708,True,A,Santa Cruz,1.1326447355472629,-121.812975,36.888747,27.243600411350545,0.9692802503265412,,T20,not_flooded,0.0,1.0,0.0174394747640541,0.05279715497196,0.0,-12.948001767720378,-12.556996575121026,0.3910051925993514,1.3489945210737222,0.0742716454657365,0.6914238818219124,0.2729349564748184,0.3132179156037496,0.0402829591289311,8.0,14.0,False,79.23750667572023,109.97149848937988,110.84999990463255,67.69999848026782,151.53327037096025,193.0911934375763,204.6899991035461,191.6849961988628,43.15000142436473
4403688,True,A,Santa Cruz,1.56087666210703,-121.828629,36.898041,35.40386527629233,1.991585818341374,,T20,unknown,0.0,0.0,0.0,0.0478485541091125,0.0,-11.527668022012984,-10.749038788130475,0.7786292338825085,2.550315522664409,0.0,0.442959356056842,0.1505059495906635,0.2017819445991533,0.0512759950084897,7.993987876378813,14.0,False,79.23750667572023,134.08640003204346,114.90999984741212,67.69999848026782,151.53327037096025,240.0761926174164,215.13999795913696,191.6849961988628,66.38640155177563
4403677,True,A,Santa Cruz,1.818149337405408,-121.820519,36.881393,32.98994180364283,1.640862184059807,,T20,unknown,0.0,0.0,0.0025634452704434,0.0,0.0,-14.256968170959604,-13.3409814968113,0.9159866741483054,2.520389407865688,0.3224814150217894,0.926172776211228,0.2885893663425054,0.3581494425508514,0.069560076208346,6.0,14.0,False,79.23750667572023,109.97149848937988,112.0700011253357,67.69999848026782,151.53327037096025,193.0911934375763,209.69000244140625,191.6849961988628,44.37000264506787
4403659,True,A,Santa Cruz,0.3714478710729144,-121.826939,36.910284,79.03527364877067,1.8947812250128977,,T20,unknown,0.0,0.0,0.0,0.0196850393700787,0.0,-11.763504609389877,-12.33645230824338,-0.572947698853504,-0.5071201763238928,0.0,0.8928719436386241,0.3493719417810242,0.3423958897985861,-0.0069760519824381,8.0,14.0,False,79.23750667572023,134.08640003204346,122.74000096321106,76.7449983721599,151.53327037096025,240.0761926174164,228.060004234314,187.7149960519746,57.34140165988356
4403658,True,A,Santa Cruz,1.3609875585206883,-121.809288,36.88589,27.44456791491693,0.6411579562125493,,T20,unknown,0.0,0.0,0.0,0.0097721720356797,0.0,-16.764541585661373,-15.585867379694998,1.1786742059663755,1.2931812969486387,0.8700642008976761,0.9446622351002782,0.6358840578330878,0.5476625977966313,-0.0882214600364564,6.6644508834725285,14.0,False,79.23750667572023,97.8693985939026,110.84999990463255,67.69999848026782,151.53327037096025,183.5908932685852,204.6899991035461,191.6849961988628,43.15000142436473
4403654,False,B,Santa Cruz,14.06778780983011,-121.823165,36.911364,,,2022-11-18,T20 > X,not a unit (sequence B/C),,,,,,,,,,,,,,,,,False,,,,,,,,,
4403643,True,A,Santa Cruz,0.5958893423041488,-121.825661,36.883605,29.587813210755115,2.09848813941842,,T20,unknown,0.0,0.0,0.0,0.0,0.0,-16.996516068429848,-14.199577236778342,2.796938831651506,2.0920551415061635,0.8779054583442153,0.9149908592321756,0.4287717499366221,0.4079762162000028,-0.0207955337366193,6.0,14.0,False,79.23750667572023,109.97149848937988,112.0700011253357,67.69999848026782,151.53327037096025,193.0911934375763,209.69000244140625,191.6849961988628,44.37000264506787
4403635,True,A,Santa Cruz,11.232482152539427,-121.754823,36.937287,25.59397370326204,0.2852448428165133,,T20,not_flooded,0.0,0.7930991778182943,0.0,0.0495373077849255,0.0,-10.191892223064777,-10.082331757535616,0.1095604655291602,0.0867546561980887,0.0,0.1951494719460594,0.1664736075628024,0.2525372579252434,0.086063650362441,3.0,7.296817915992982,False,79.23750667572023,101.1646978855133,114.88000011444092,69.51999836880714,151.53327037096025,198.1424939632416,213.82999992370603,182.43499598558992,45.36000174563378
4403617,True,A,Santa Cruz,0.6788358407477599,-121.827799,36.914219,87.22712533791207,2.1121556582934025,,T20,unknown,0.0,0.0,0.0,0.0,0.0,-14.456621307608296,-13.419651514980776,1.03696979262752,0.2422131053420599,0.4272976680384088,0.9890260631001372,0.4432475851532743,0.3672929605052632,-0.0759546246480111,8.0,14.0,False,79.23750667572023,134.08640003204346,122.6900029182434,76.7449983721599,151.53327037096025,240.0761926174164,223.79000115394592,187.7149960519746,57.34140165988356
4403599,True,A,Santa Cruz,3.8935299598729576,-121.818563,36.878156,25.44023341648244,1.5066072115823728,,T20,unknown,0.0,0.348828879027283,0.0,0.0717597659748064,0.0,-16.5541489505849,-14.953830444722223,1.600318505862676,2.39830019920648,0.9497920439394242,0.9876619370758792,0.4520888532164778,0.365816173072535,-0.0862726801439427,6.0,14.0,False,79.23750667572023,109.97149848937988,107.05999946594238,67.69999848026782,151.53327037096025,193.0911934375763,202.0200023651123,191.6849961988628,42.27150000911206
4405110,True,A,Santa Cruz,3.0196428508822915,-121.825896,36.908123,77.09200028644989,1.76052739256463,,T20,unknown,0.0,0.0,0.032701531201108,0.03390699941009,0.0,-13.20716111670459,-12.565153631448291,0.6420074852562987,0.7616600168943375,0.0263407627792454,0.7746800379594245,0.3939004713938051,0.3918343395359344,-0.0020661318578706,8.0,14.0,False,79.23750667572023,134.08640003204346,122.74000096321106,76.7449983721599,151.53327037096025,240.0761926174164,228.060004234314,187.7149960519746,57.34140165988356
