unit_id,COUNTY,ACRES,lon,lat,group,opt15,cpc_event_poly,cpc_jan_poly,daymet_event_poly,daymet_jan_poly,imerg_event_poly,imerg_jan_poly,prism_event_poly,prism_jan_poly,cpc_event,cpc_jan,daymet_event,daymet_jan,imerg_event,imerg_jan,prism_event,prism_jan
4400056,Santa Cruz,1.1747717001291642,-121.825596,36.882558,dry,0.0,79.23750667572023,151.53327037096025,112.0700011253357,209.69000244140625,67.69999848026782,191.6849961988628,109.97149848937988,193.0911934375763,79.23750667572023,151.53327037096025,112.0700011253357,209.69000244140625,67.69999848026782,191.6849961988628,109.97149848937988,193.0911934375763
4400039,Santa Cruz,1.9784949112048005,-121.70246,36.950744,dry,0.0,79.23750667572023,151.53327037096025,121.94000291824341,218.49999928474426,69.51999836880714,182.43499598558992,153.09749460220337,282.29499101638794,79.23750667572023,151.53327037096025,121.94000291824341,218.49999928474426,69.51999836880714,182.43499598558992,153.09749460220337,282.29499101638794
4400035,Santa Cruz,0.8260566718763551,-121.789214,37.007027,dry,0.0,93.41878204345704,265.14551376700405,143.0500030517578,286.07000279426575,76.09999848809093,179.06999479606748,176.05749702453613,337.0701928138733,93.41878204345704,265.14551376700405,143.0500030517578,286.07000279426575,76.09999848809093,179.06999479606748,176.05749702453613,337.0701928138733
4400031,Santa Cruz,2.096335212996828,-121.813282,36.886611,dry,0.0,79.23750667572023,151.53327037096025,110.84999990463257,204.68999910354614,67.69999848026782,191.6849961988628,109.97149848937988,193.0911934375763,79.23750667572023,151.53327037096025,110.84999990463257,204.68999910354614,67.69999848026782,191.6849961988628,109.97149848937988,193.0911934375763
4400011,Santa Cruz,2.0745258346942586,-121.810757,36.884994,dry,0.0,79.23750667572023,151.53327037096025,108.98700017929077,201.96899862289428,67.69999848026782,191.6849961988628,97.86939859390259,183.5908932685852,79.23750667572023,151.53327037096025,110.84999990463257,204.68999910354614,67.69999848026782,191.6849961988628,97.86939859390259,183.5908932685852
4400006,Santa Cruz,3.733910958486627,-121.808163,36.953073,dry,0.0,79.23750667572023,151.53327037096025,128.98000240325928,243.32999980449677,76.7449983721599,187.7149960519746,138.15709829330444,250.71009016036987,79.23750667572023,151.53327037096025,128.98000240325928,243.32999980449677,76.7449983721599,187.7149960519746,138.15709829330444,250.71009016036987
4400005,Santa Cruz,2.4051222358338857,-121.810058,36.887064,dry,0.0,79.23750667572023,151.53327037096025,110.84999990463257,204.68999910354614,67.69999848026782,191.6849961988628,97.86939859390259,183.5908932685852,79.23750667572023,151.53327037096025,110.84999990463257,204.68999910354614,67.69999848026782,191.6849961988628,97.86939859390259,183.5908932685852
4400004,Santa Cruz,2.213606540389561,-121.817612,36.880117,dry,0.0,79.23750667572023,151.53327037096025,107.05999946594238,202.0200023651123,67.69999848026782,191.6849961988628,109.97149848937988,193.0911934375763,79.23750667572023,151.53327037096025,107.05999946594238,202.0200023651123,67.69999848026782,191.6849961988628,109.97149848937988,193.0911934375763
4404078,Santa Cruz,1.143365312959088,-121.803784,36.890408,dry,0.0,79.23750667572023,151.53327037096025,106.75000071525574,197.81000089645386,67.69999848026782,191.6849961988628,97.86939859390259,183.5908932685852,79.23750667572023,151.53327037096025,106.75000071525574,197.81000089645386,67.69999848026782,191.6849961988628,97.86939859390259,183.5908932685852
4404045,Santa Cruz,1.8058301089394413,-121.81142,36.886309,dry,0.0,79.23750667572023,151.53327037096025,110.84999990463257,204.68999910354614,67.69999848026782,191.6849961988628,103.92044854164122,188.34104335308075,79.23750667572023,151.53327037096025,110.84999990463257,204.68999910354614,67.69999848026782,191.6849961988628,97.86939859390259,183.5908932685852
4405091,Santa Cruz,6.045885519061699,-121.818781,36.922842,dry,0.0,79.23750667572023,151.53327037096025,125.01999759674072,229.32999597489834,76.7449983721599,187.7149960519746,134.08640003204346,240.07619261741638,79.23750667572023,151.53327037096025,125.01999759674072,229.32999597489834,76.7449983721599,187.7149960519746,134.08640003204346,240.07619261741638
4403743,Santa Cruz,8.604928773349535,-121.797137,36.919001,dry,0.0,79.23750667572023,151.53327037096025,115.53000116348267,212.82999968528748,70.96499836947768,183.49099599886685,120.51449966430664,212.02269220352173,79.23750667572023,151.53327037096025,115.53000116348267,212.82999968528748,69.51999836880714,182.43499598558992,120.51449966430664,212.02269220352173
4403738,Santa Cruz,1.065323431843525,-121.821895,36.883378,dry,0.0,79.23750667572023,151.53327037096025,112.0700011253357,209.69000244140625,67.69999848026782,191.6849961988628,109.97149848937988,193.0911934375763,79.23750667572023,151.53327037096025,112.0700011253357,209.69000244140625,67.69999848026782,191.6849961988628,109.97149848937988,193.0911934375763
4403731,Santa Cruz,0.841192333768267,-121.826998,36.914312,dry,0.0,79.23750667572023,151.53327037096025,122.69000291824341,223.79000115394592,76.7449983721599,187.7149960519746,134.08640003204346,240.07619261741638,79.23750667572023,151.53327037096025,122.69000291824341,223.79000115394592,76.7449983721599,187.7149960519746,134.08640003204346,240.07619261741638
4403728,Santa Cruz,1.0258012467241109,-121.82917,36.916867,dry,0.0,79.23750667572023,151.53327037096025,122.69000291824341,223.79000115394592,76.7449983721599,187.7149960519746,134.08640003204346,240.07619261741638,79.23750667572023,151.53327037096025,122.69000291824341,223.79000115394592,76.7449983721599,187.7149960519746,134.08640003204346,240.07619261741638
4403726,Santa Cruz,0.8082009305459148,-121.701971,36.951819,dry,0.0,79.23750667572023,151.53327037096025,121.94000291824341,218.49999928474426,69.51999836880714,182.43499598558992,153.09749460220337,282.29499101638794,79.23750667572023,151.53327037096025,121.94000291824341,218.49999928474426,69.51999836880714,182.43499598558992,153.09749460220337,282.29499101638794
4403725,Santa Cruz,4.45275772278153,-121.684327,36.925496,dry,0.0,79.23750667572023,151.53327037096025,109.92000138759613,196.69000148773193,66.27499858662486,167.63999602384865,107.02599740028381,207.34269618988037,79.23750667572023,151.53327037096025,109.92000138759613,196.69000148773193,66.27499858662486,167.63999602384865,107.02599740028381,207.34269618988037
4404030,Santa Cruz,10.332055546948308,-121.852279,36.930425,dry,0.0,79.23750667572023,151.53327037096025,124.39999747276306,242.30999898910522,76.7449983721599,187.7149960519746,130.2170557121061,237.523860683981,79.23750667572023,151.53327037096025,124.39999747276306,242.30999898910522,76.7449983721599,187.7149960519746,127.87199854850769,235.97699284553528
4405096,Santa Cruz,1.6257873710425554,-121.826923,36.90692,dry,0.0,79.23750667572023,151.53327037096025,117.87000274658203,220.7500021457672,76.7449983721599,187.7149960519746,134.08640003204346,240.07619261741638,79.23750667572023,151.53327037096025,117.87000274658203,220.7500021457672,76.7449983721599,187.7149960519746,134.08640003204346,240.07619261741638
4403991,Santa Cruz,1.4359245503271898,-121.812029,36.889392,dry,0.0,79.23750667572023,151.53327037096025,110.84999990463257,204.68999910354614,67.69999848026782,191.6849961988628,109.97149848937988,193.0911934375763,79.23750667572023,151.53327037096025,110.84999990463257,204.68999910354614,67.69999848026782,191.6849961988628,109.97149848937988,193.0911934375763
4403956,Santa Cruz,2.8003072492588,-121.824164,36.880757,dry,0.0,79.23750667572023,151.53327037096025,112.0700011253357,209.69000244140625,67.69999848026782,191.6849961988628,109.97149848937988,193.0911934375763,79.23750667572023,151.53327037096025,112.0700011253357,209.69000244140625,67.69999848026782,191.6849961988628,109.97149848937988,193.0911934375763
4403933,Santa Cruz,1.3861742328281037,-121.815846,36.925862,dry,0.0,79.23750667572023,151.53327037096025,123.62000155448914,225.92999809980392,76.7449983721599,187.7149960519746,134.08640003204346,240.07619261741638,79.23750667572023,151.53327037096025,123.62000155448914,225.92999809980392,76.7449983721599,187.7149960519746,134.08640003204346,240.07619261741638
