feb_n,feb_ndvi,post_n,post_ndvi,pre_n,pre_ndvi,unit_id,COUNTY,ACRES,lon,lat,sequence,d_ndvi
6.0,0.2650487475151192,14.0,0.3132179156037496,8.0,0.27293495647481847,4403708,Santa Cruz,1.1326447355472629,-121.812975,36.888747,A,0.04028295912893115
5.993987876378815,0.14393639293085878,14.0,0.20178194459915333,7.993987876378813,0.15050594959066355,4403688,Santa Cruz,1.56087666210703,-121.828629,36.898041,A,0.05127599500848978
4.0,0.2760143354586035,14.0,0.35814944255085146,6.0,0.2885893663425054,4403677,Santa Cruz,1.818149337405408,-121.820519,36.881393,A,0.06956007620834603
6.0,0.32005500625178274,14.0,0.3423958897985861,8.0,0.34937194178102426,4403659,Santa Cruz,0.3714478710729144,-121.826939,36.910284,A,-0.0069760519824381695
4.664450883472531,0.6173691504780058,14.0,0.5476625977966313,6.6644508834725285,0.6358840578330878,4403658,Santa Cruz,1.3609875585206883,-121.809288,36.88589,A,-0.08822146003645648
4.0,0.4008857666624997,14.0,0.4079762162000028,6.0,0.4287717499366221,4403643,Santa Cruz,0.5958893423041488,-121.825661,36.883605,A,-0.0207955337366193
2.0,0.1673959168099333,7.296817915992982,0.25253725792524345,3.0,0.16647360756280244,4403635,Santa Cruz,11.232482152539427,-121.754823,36.937287,A,0.08606365036244101
6.0,0.43612851422564547,14.0,0.3672929605052632,8.0,0.44324758515327434,4403617,Santa Cruz,0.6788358407477599,-121.827799,36.914219,A,-0.07595462464801112
4.0,0.44027130574753626,14.0,0.36581617307253506,6.0,0.45208885321647785,4403599,Santa Cruz,3.8935299598729576,-121.818563,36.878156,A,-0.08627268014394279
6.0,0.365837356105503,14.0,0.3918343395359344,8.0,0.3939004713938051,4405110,Santa Cruz,3.0196428508822915,-121.825896,36.908123,A,-0.00206613185787069
4.0,0.59559317443958,14.0,0.5764373925122427,6.0,0.6257583204220989,4403572,Santa Cruz,1.2308739131965556,-121.824141,36.883732,A,-0.049320927909856205
4.0,0.23499973940978477,16.0,0.3535544853127676,6.0,0.25148085735288367,4405111,Santa Cruz,13.440922778363854,-121.753892,36.962834,A,0.10207362795988395
6.0,0.5016416371769898,14.0,0.4773282063175166,8.0,0.5232365582670485,4403523,Santa Cruz,0.7432244695713895,-121.831403,36.916999,A,-0.04590835194953191
2.0,0.17879065333583544,8.285275528593548,0.2834797793596074,3.0,0.18622443681978487,4403518,Santa Cruz,3.050741565801012,-121.757674,36.934627,A,0.09725534253982251
4.0,0.250931146083431,14.0,0.3269192139389549,6.0,0.2642771877915796,4403506,Santa Cruz,1.3493903807407774,-121.811542,36.900912,A,0.0626420261473753
2.0,0.1662117898116946,7.509137768760061,0.23263764121220454,3.0,0.16049543756032292,4403500,Santa Cruz,26.376894288535517,-121.738156,36.91584,A,0.07214220365188162
6.0,0.5126984360697553,14.0,0.48382460861503557,8.0,0.5231674971943407,4403485,Santa Cruz,3.677692054857796,-121.829715,36.915104,A,-0.03934288857930518
4.0,0.2987212453728035,15.758266328417257,0.3346307656823881,6.0,0.30659508380359596,4403476,Santa Cruz,1.799234535686774,-121.804342,36.889496,A,0.02803568187879213
5.9026925698704815,0.36678941772183715,14.0,0.46828364627933095,7.9026925698704815,0.3799240799640638,4403465,Santa Cruz,1.3648328009668087,-121.820855,36.910169,A,0.08835956631526715
6.0,0.3180040705487012,14.0,0.42897197221897776,8.0,0.3349189459229592,4403459,Santa Cruz,2.300313863246748,-121.822496,36.919603,A,0.09405302629601858
5.2965549348230905,0.2925902938020481,14.0,0.33381499696469763,7.296554934823091,0.3041289182614551,4403454,Santa Cruz,0.9987655915767888,-121.810414,36.887753,A,0.029686078703242524
4.0,0.5733979273261074,14.0,0.5397714042839855,6.0,0.6055339627984272,4403435,Santa Cruz,1.048334391523445,-121.82374,36.882978,A,-0.06576255851444168
4.0,0.5011584047429309,14.0,0.47357235226645983,6.0,0.529496874299385,4404226,Santa Cruz,8.44005928920985,-121.810839,36.929495,A,-0.05592452203292514
4.0,0.44457596762395196,14.0,0.43450415885294963,6.0,0.46926902747358873,4403375,Santa Cruz,2.2638900525443044,-121.816948,36.877706,A,-0.0347648686206391
4.0,0.6192548742936768,14.0,0.5527330106022542,6.0,0.6457510724706452,4403364,Santa Cruz,1.001825381435059,-121.823602,36.884321,A,-0.09301806186839101
5.489979757085024,0.28659321041664626,14.0,0.3048109378017154,7.489979757085023,0.29465312868175736,4403363,Santa Cruz,0.7622791117644698,-121.810631,36.888214,A,0.010157809119958061
4.0,0.13122680488156574,14.0,0.1613597648592561,6.0,0.12851232499927032,4403362,Santa Cruz,1.0810172682298984,-121.814921,36.926221,A,0.03284743985998578
6.0,0.4239263344118925,14.0,0.43964732604281864,8.0,0.451278075296213,4403359,Santa Cruz,3.6983208273485593,-121.82712,36.908834,A,-0.011630749253394357
6.0,0.36145339638415197,14.0,0.37201626348705097,8.0,0.3749359237592637,4403340,Santa Cruz,0.7587795191718646,-121.813214,36.888116,A,-0.002919660272212743
4.0,0.4169582169083051,14.597225693576604,0.40779567710446346,6.0,0.4340274864190876,4403328,Santa Cruz,1.2403422836819011,-121.822238,36.877441,A,-0.026231809314624155
4.0,0.3801704936648992,14.0,0.4093608936146881,6.0,0.4011768106208288,4403308,Santa Cruz,0.7176369864406582,-121.818684,36.881758,A,0.008184082993859254
4.0,0.20511250280513074,14.0,0.25318670158898426,6.0,0.19634487170509063,4404603,Santa Cruz,8.633057445756137,-121.730097,36.957123,A,0.056841829883893635
6.0,0.5269599716181359,14.0,0.47532645869292317,8.0,0.5355762109197019,4403299,Santa Cruz,1.3899807420075247,-121.831058,36.915757,A,-0.0602497522267787
2.0,0.6258286040365314,7.0009909774955865,0.6785721127594885,3.0,0.6421380526039385,4400069,Santa Cruz,6.712496476962307,-121.752544,36.948388,A,0.03643406015554995
4.0,0.6155792110177196,14.0,0.5731216487998216,6.0,0.6499964912923072,4400093,Santa Cruz,2.168564553297572,-121.823455,36.884884,A,-0.07687484249248555
4.0,0.0786583741894566,14.0,0.1738488927694714,6.0,0.07727616211837475,4405124,Santa Cruz,7.410775804211669,-121.815023,36.923484,A,0.09657273065109666
6.0,0.3910015548594998,15.99984237074401,0.3249106168954318,8.0,0.40121459351408595,4400140,Santa Cruz,3.4367676155069757,-121.845296,36.933205,A,-0.07630397661865412
4.0,0.24957841445765616,14.0,0.2820156925518741,6.0,0.2559020577380993,4400153,Santa Cruz,2.1126414692553195,-121.811224,36.883952,A,0.026113634813774766
6.0,0.36294961184395247,14.0,0.37437232249268926,8.0,0.3731299653451308,4400234,Santa Cruz,0.7006732189515611,-121.813285,36.889516,A,0.0012423571475584372
6.0,0.36583168001544564,14.0,0.40419687543795474,8.0,0.4028466595707333,4400235,Santa Cruz,2.321457786872349,-121.826716,36.908416,A,0.0013502158672214493
2.0,0.16079470495292825,8.0,0.28969048622517957,3.0,0.15164426705171039,4404235,Santa Cruz,23.429488538764627,-121.725741,36.919839,A,0.13804621917346918
6.0,0.14515182986062913,14.0,0.1851970300412289,8.0,0.14837065224925822,4400280,Santa Cruz,15.62876578359617,-121.833226,36.897733,A,0.03682637779197068
4.0,0.4334173188178852,14.0,0.42505363576777044,6.0,0.4507855559112009,4400290,Santa Cruz,1.394006697557764,-121.817388,36.878008,A,-0.025731920143430453
6.0,0.44053014706753724,14.0,0.443798991647839,8.0,0.4663135121117405,4400301,Santa Cruz,4.813957954523472,-121.828674,36.912935,A,-0.02251452046390151
6.0,0.24233024737535938,14.0,0.29170666043247273,8.0,0.25022497095120205,4400302,Santa Cruz,1.45415020244702,-121.812564,36.889093,A,0.04148168948127068
4.0,0.41561230091221985,14.0,0.4054728723728833,6.0,0.44028059071135883,4400334,Santa Cruz,1.0066055095787825,-121.825459,36.884046,A,-0.03480771833847551
4.204586169831602,0.3033946927653322,14.0,0.37691777088295303,6.204586169831602,0.3192836168240038,4400344,Santa Cruz,3.231226507736898,-121.806045,36.890386,A,0.05763415405894923
6.0,0.41658457311034286,14.0,0.4862064618670175,8.0,0.43601063048791283,4400345,Santa Cruz,2.494855400505596,-122.221138,37.03234,A,0.05019583137910466
2.0,0.1180542809347238,7.849294676401788,0.1731277100787813,3.0,0.11107271496686352,4405129,Santa Cruz,5.45057058280318,-121.75789,36.931118,A,0.06205499511191778
4.4822362770359945,0.38886056489735743,14.0,0.38952165921175425,6.482236277035993,0.41598348684874786,4400365,Santa Cruz,0.9940127118662888,-121.810933,36.889047,A,-0.026461827636993618
6.0,0.22715440333794898,16.0,0.34473372020746756,8.0,0.23554897269916952,4404105,Santa Cruz,3.899389017897336,-121.844358,36.933529,A,0.10918474750829804
6.0,0.42880512661342096,14.0,0.4278288056827341,8.0,0.4556173634731661,4400385,Santa Cruz,0.9481436342485424,-121.827312,36.913343,A,-0.02778855779043199
4.9118973214285715,0.31390338837368675,14.0,0.2800760614848696,6.911897321428569,0.31993888224208994,4400387,Santa Cruz,3.465526964261729,-121.818334,36.907824,A,-0.03986282075722036
4.0,0.3200241338538631,14.0,0.33166492636329753,6.0,0.3272888454532386,4400392,Santa Cruz,10.745099221224114,-121.811055,36.901867,A,0.0043760809100589215
4.0,0.25992363399658297,14.0,0.3192057673284855,6.0,0.2738203331918989,4400396,Santa Cruz,10.971899471365557,-121.815008,36.908203,A,0.04538543413658658
2.0,0.18736055114559838,7.058625006804204,0.287086269844963,3.0,0.1762880142626073,4400414,Santa Cruz,5.688987718799765,-121.644735,36.895826,A,0.1107982555823557
4.0,0.5830819693481933,14.0,0.5627954975578764,6.0,0.6071713088769516,4400426,Santa Cruz,1.935887048457352,-121.824641,36.885168,A,-0.0443758113190752
4.0,0.32066288125299075,14.0,0.33922412720668943,6.0,0.34648104227196586,4400462,Santa Cruz,3.337588123148163,-121.821971,36.88129,A,-0.007256915065276426
2.0,0.42247292675008963,8.0,0.4031901670057163,2.874013540039258,0.42521966763871344,4400469,Santa Cruz,1.9242272208803792,-121.71983,36.94264,A,-0.022029500632997134
6.0,0.23888421034959584,16.0,0.34741578706001947,8.0,0.24956073708014154,4400475,Santa Cruz,3.160736955040021,-121.843355,36.933713,A,0.09785504997987793
6.0,0.1334966158300635,14.0,0.19449687956865683,8.0,0.14086957505793848,4400484,Santa Cruz,1.9117175644625364,-121.828882,36.898402,A,0.05362730451071834
4.0,0.37559367472717753,14.0,0.3685463189332092,6.0,0.4022853602223908,4400496,Santa Cruz,1.4221665880218664,-121.821648,36.878626,A,-0.03373904128918159
2.0,0.6474321789437898,8.0,0.6105523093794675,2.8613469915688663,0.6588936481138442,4400497,Santa Cruz,17.868091473883382,-121.704434,36.91988,A,-0.04834133873437674
4.0,0.4510390545362461,14.0,0.3996105614890471,6.0,0.4687060987713312,4400548,Santa Cruz,2.740258310160893,-121.818093,36.878779,A,-0.06909553728228407
4.0,0.09064845265034067,14.0,0.12026296843542608,6.0,0.0929781038559464,4400549,Santa Cruz,2.8364892732614253,-121.814575,36.924273,A,0.02728486457947968
4.0,0.36765878347326314,14.0,0.36206665009575956,6.0,0.3920975763207852,4400557,Santa Cruz,1.555683957416875,-121.820899,36.878643,A,-0.030030926225025623
4.634168110463591,0.6319204890242792,14.0,0.5885535870808442,6.63416811046359,0.6587725802270291,4400564,Santa Cruz,1.475149587562957,-121.809678,36.885457,A,-0.07021899314618496
6.0,0.6208428796447897,15.93710870802504,0.6002568006600313,8.0,0.6435343605266353,4400579,Santa Cruz,0.8150608519474478,-121.850195,36.93465,A,-0.043277559866603976
2.0,0.15998163838804938,7.598721560527262,0.23287266996181366,3.0,0.1574249668903785,4400581,Santa Cruz,12.66246438966601,-121.754191,36.937991,A,0.07544770307143517
6.0,0.31232901163704263,14.483750973936214,0.4195870550107647,8.0,0.3329305905595659,4404616,Santa Cruz,3.0788563952704564,-121.850196,36.925718,A,0.08665646445119879
4.0,0.5864654410966686,14.0,0.5441735111963535,6.0,0.6235351810129148,4400603,Santa Cruz,1.0316387945570955,-121.823751,36.882126,A,-0.07936166981656134
4.0,0.08248339002509096,14.0,0.1160565454898389,6.0,0.07309886098540756,4400607,Santa Cruz,0.8815815224866284,-121.815379,36.926054,A,0.04295768450443134
6.0,0.6461835808167024,15.23936356218674,0.6393870197237408,8.0,0.6632831938037618,4400617,Santa Cruz,2.6537830929378448,-121.85029,36.935268,A,-0.023896174080020982
4.0,0.17476788500788812,14.000118870184622,0.2287094246870049,6.0,0.16855934108871712,4400642,Santa Cruz,25.39363398647975,-121.79569,36.881647,A,0.060150083598287774
4.0,0.19889849039597501,14.0,0.32823440752243555,6.0,0.19176100271120597,4400644,Santa Cruz,5.941775522987922,-121.729542,36.962114,A,0.13647340481122958
6.0,0.34842829936247377,14.0,0.4238982151894643,8.0,0.3507928335964556,4405302,Santa Cruz,9.785825577643308,-121.866361,36.944278,A,0.07310538159300872
4.0,0.28250625029973164,14.326203461057204,0.283393952615005,6.0,0.284803639025061,4405406,Santa Cruz,22.93598466102173,-121.797738,36.914461,A,-0.0014096864100560103
4.0,0.5794443826072292,14.0,0.6197334433356603,6.0,0.5976898974632348,4400668,Santa Cruz,1.4933403787584676,-121.742931,36.961192,A,0.02204354587242552
4.0,0.25859724558084357,14.0,0.3247076911571521,6.0,0.26523003882429425,4400685,Santa Cruz,2.3303595538807,-121.821022,36.880007,A,0.059477652332857844
2.0,0.16637136696917249,7.0,0.2137066907281062,3.0,0.16933052773587862,4400692,Santa Cruz,1.567302269239325,-121.644304,36.898265,A,0.044376162992227575
6.0,0.4794225388043248,14.0,0.4521349926059469,8.0,0.4888304148329931,4400698,Santa Cruz,0.7418783796614773,-121.830035,36.91663,A,-0.03669542222704619
5.305564969836645,0.3796883680455153,14.0,0.37664148856795526,7.305564969836643,0.40971051309946344,4400699,Santa Cruz,1.142811966045548,-121.810985,36.887418,A,-0.03306902453150817
4.0,0.4186928931132243,14.0,0.4220281671343382,6.0,0.4438020448333753,4400713,Santa Cruz,1.2955242800685849,-121.81927,36.879446,A,-0.021773877699037103
4.664396545671558,0.38119412553529675,14.0,0.38610127797992516,6.664396545671555,0.4024679676919208,4400719,Santa Cruz,1.1043711168045698,-121.812237,36.886803,A,-0.01636668971199562
6.0,0.29143746105443324,14.0,0.2948418180320909,8.0,0.2997885399193327,4400738,Santa Cruz,5.375826556944864,-121.870654,36.943939,A,-0.004946721887241767
2.0,0.15691165669229779,7.952973707986166,0.24885068954870931,3.0,0.1527556636922549,4405137,Santa Cruz,25.41879945043488,-121.686244,36.927548,A,0.09609502585645441
4.0,0.3911140465806856,14.0,0.4759459227308406,6.0,0.41318378585320226,4400759,Santa Cruz,10.290124372270547,-121.776719,36.896165,A,0.06276213687763832
4.0,0.2987847079407842,14.0,0.395281026375932,6.0,0.3190802670234288,4400762,Santa Cruz,1.4526421932010742,-121.821532,36.882411,A,0.0762007593525032
2.0,0.17693341650631347,8.0,0.2701325549011771,3.0,0.18081892378499181,4400773,Santa Cruz,4.68539577849929,-121.757066,36.936082,A,0.08931363111618529
4.0,0.4021120201783752,14.0,0.3824137678937613,6.0,0.4203334831771249,4400774,Santa Cruz,1.6071931643726476,-121.820984,36.877564,A,-0.037919715283363575
4.0,0.3792754819324376,14.0,0.46639000521955665,6.0,0.4021190126934109,4400793,Santa Cruz,1.0548364482097798,-121.820272,36.882983,A,0.06427099252614576
2.0,0.484437758233617,7.326235214829378,0.5078950668393524,3.0,0.5056327617304552,4404240,Santa Cruz,37.529668224397874,-121.733504,36.911828,A,0.0022623051088971335
6.0,0.6270760764277412,16.0,0.6154438004597407,8.0,0.6464689033507335,4400796,Santa Cruz,1.8720697962347428,-121.849317,36.934836,A,-0.031025102890992806
6.0,0.05346014260453595,14.0,0.06095004588059143,8.0,0.04760050884407874,4400820,Santa Cruz,3.2152420008311595,-121.830674,36.898728,A,0.01334953703651269
4.0,0.3659408767321128,14.0,0.32435532680151874,6.0,0.3886058190677986,4400821,Santa Cruz,0.9393606664494653,-121.822254,36.878672,A,-0.06425049226627988
6.0,0.4840759748752501,14.0,0.4053648244612036,8.0,0.48497481528814895,4400825,Santa Cruz,0.7684373761010191,-121.829384,36.91563,A,-0.07960999082694536
6.0,0.4571019910798302,14.0,0.39667375223223134,8.0,0.4681369196268906,4400838,Santa Cruz,0.5237659633051445,-121.827474,36.915985,A,-0.07146316739465924
4.0,0.3707352590676462,14.0,0.4572600852731718,6.0,0.4018308816980887,4400843,Santa Cruz,0.8121013395708824,-121.818651,36.881332,A,0.055429203575083075
4.0,0.38143750248091024,14.0,0.38370945064408013,6.0,0.40410265288666536,4400856,Santa Cruz,1.2807766358239816,-121.820339,36.880233,A,-0.02039320224258523
6.0,0.3716942118943877,14.0,0.37731478627194304,8.0,0.381367890036893,4404131,Santa Cruz,3.1369929239854013,-121.814555,36.887891,A,-0.004053103764949939
4.0,0.5646034237727589,14.0,0.670851910606828,6.0,0.5950710370312718,4400862,Santa Cruz,1.1371155936477937,-121.743493,36.961225,A,0.07578087357555618
4.0,0.44884334343128135,14.0,0.48683160498443534,6.0,0.47361331811179874,4400865,Santa Cruz,2.2704417475730096,-121.818661,36.876272,A,0.013218286872636598
4.837526301344799,0.3283870983188941,14.003430610191206,0.37717788133679253,6.837526301344802,0.3457641688187174,4400880,Santa Cruz,1.6950301918248836,-121.804566,36.890422,A,0.03141371251807512
2.0,0.257757780547294,8.932737068965519,0.36894159889884376,3.0,0.26335191220259857,4405407,Santa Cruz,14.346041959017642,-121.725497,36.931484,A,0.10558968669624519
6.0,0.44039429967220695,14.0,0.4429681328345052,8.0,0.4633978505343352,4400894,Santa Cruz,3.64672332872667,-121.827538,36.909411,A,-0.020429717699829986
4.0,0.4513533773809302,14.0,0.38533587286753834,6.0,0.4725450655322271,4400917,Santa Cruz,2.008416703318698,-121.812549,36.886004,A,-0.08720919266468874
4.0,0.2752091664629854,14.0,0.323090044823426,6.0,0.290057160362677,4405143,Santa Cruz,5.902426139133166,-121.813319,36.882308,A,0.033032884460749035
6.0,0.44639694041815187,14.0,0.4180006676347742,8.0,0.45944755249743313,4400934,Santa Cruz,1.1524815311159675,-121.827471,36.914779,A,-0.041446884862658906
6.0,0.47451725644134923,14.0,0.44446010934855906,8.0,0.4895686267630878,4400967,Santa Cruz,0.3331060094608837,-121.829541,36.916379,A,-0.04510851741452876
5.027671937511906,0.14190707265603975,14.0,0.18218534081680343,7.027671937511908,0.14087035893545105,4400977,Santa Cruz,1.6251476209469935,-121.828454,36.897689,A,0.04131498188135238
4.0,0.3506908033351237,16.0,0.38843159043641756,6.0,0.3590598904539855,4404463,Santa Cruz,1.0173679163470672,-121.759011,36.977315,A,0.029371699982432053
2.0,0.17543834761951557,7.013953223282663,0.2853353928437086,3.0,0.1829024261795884,4404313,Santa Cruz,14.92737526539832,-121.759517,36.930081,A,0.10243296666412022
4.0,0.5916842564502042,14.0,0.5684555536692878,6.0,0.6168232969409378,4401013,Santa Cruz,1.9512490428192824,-121.824452,36.884363,A,-0.048367743271650054
4.0,0.24901697532930137,14.01329103097475,0.42837783416206016,5.998353951967672,0.2613941257445294,4401027,Santa Cruz,23.9600406082283,-121.728361,36.961058,A,0.16698370841753074
2.0,0.12696479252010054,8.0,0.20872486780708094,3.0,0.11608807519827584,4401034,Santa Cruz,3.287351204876996,-121.683646,36.926177,A,0.0926367926088051
6.0,0.6231088334150711,16.0,0.612658793070334,8.0,0.6470035286556021,4401046,Santa Cruz,1.9646792157749264,-121.848708,36.934173,A,-0.03434473558526807
4.0,0.3442280173933739,14.0,0.4508958885896133,6.0,0.3548965358756342,4401049,Santa Cruz,1.4080152315261918,-121.819591,36.881693,A,0.09599935271397914
4.0,0.35112094005166533,14.0,0.3076808724505317,6.0,0.349660625192631,4401053,Santa Cruz,0.922942478203584,-121.820234,36.878762,A,-0.04197975274209931
6.0,0.5345275486855853,14.0,0.4662532739035071,8.0,0.5410037749341237,4401074,Santa Cruz,1.3902410060203738,-121.830512,36.915995,A,-0.07475050103061653
6.0,0.04599491648167524,14.0,0.0811342197026538,8.0,0.04059864567648601,4401107,Santa Cruz,2.1056296911255905,-121.829207,36.899314,A,0.040535574026167795
5.8272281034213735,0.2908622112343507,14.0,0.3518726645020505,7.827228103421372,0.3004893709447748,4401123,Santa Cruz,41.12472450917273,-121.819502,36.901892,A,0.05138329355727572
4.0,0.5845061281645009,14.0,0.5498785163871303,6.0,0.6255292877260493,4401154,Santa Cruz,3.056176903818478,-121.818667,36.88083,A,-0.07565077133891907
4.329683929931456,0.4792457480318363,14.0,0.46851902616624747,6.329683929931454,0.49691634214270164,4401201,Santa Cruz,2.435387088435565,-121.811731,36.885489,A,-0.028397315976454174
2.0,0.6577706540975219,7.0,0.6900891161563456,3.0,0.6736404916378601,4401203,Santa Cruz,6.28264893599416,-121.753429,36.947962,A,0.0164486245184855
6.0,0.36887506259895503,14.0,0.4434726511358834,8.0,0.3869196601175002,4401228,Santa Cruz,0.5326837267342522,-121.811447,36.887937,A,0.056552991018383236
