15_Mar_only,15_Mar_only_n,20_31_Mar,20_31_Mar_n,20_Mar_only,20_Mar_only_n,25_Mar_only,25_Mar_only_n,pre,pre_n,unit_id
0.36946283774273536,0.4361552680221813,0.5737311387921439,4.0,0.5930968762678053,2.0,0.5622178509649642,2.0,0.6055339627984272,6.0,4403435
0.538211017774461,0.08788622502243634,0.4921751438267641,4.0,0.528473134351192,2.0,0.4613431573090706,2.0,0.529496874299385,6.0,4404226
0.35803575346705224,2.0,0.450468463973426,4.0,0.45897396791441736,2.0,0.4444763244815136,2.0,0.46926902747358873,6.0,4403375
,0.0,0.5990313036312315,4.0,0.6233019344644302,2.0,0.5836969184092273,2.0,0.6457510724706452,6.0,4403364
0.28807371414011307,1.4917004048583002,0.3037084611879309,4.0,0.2943427467469867,2.0,0.30832946974376935,2.0,0.29465312868175736,7.489979757085023,4403363
,0.0,0.14991350616148996,4.0,0.13366763174759666,2.0,0.15460795977605796,2.0,0.12851232499927032,6.0,4403362
,0.0,0.4479461355569343,4.0,0.47805654153982036,2.0,0.4197609858076012,2.0,0.451278075296213,8.0,4403359
0.3349160473284193,2.0,0.38382265221101336,4.0,0.40019027577559657,2.0,0.36901001808157574,2.0,0.3749359237592637,8.0,4403340
0.3073713481426239,0.008185453636590848,0.43684661485044324,4.597225693576604,0.45214310785631195,2.0,0.43215268294279696,2.0,0.4340274864190876,6.0,4403328
,0.0,0.4158937335736454,4.0,0.42601299570560863,2.0,0.407271578184251,2.0,0.4011768106208288,6.0,4403308
0.1948695202730192,0.3198686047760552,0.1923115896016049,2.0,,0.0,0.1923115896016049,2.0,0.19634487170509063,6.0,4404603
,0.0,0.4895395429292994,4.0,0.5045716796343973,2.0,0.47603457455996767,2.0,0.5355762109197019,8.0,4403299
0.4291425098533733,0.7712455204360293,0.6737220652804863,2.0,0.6716265400200708,1.0,0.6758175939765697,1.0,0.6421380526039385,3.0,4400069
,0.0,0.6144832197235869,4.0,0.6352641346029375,2.0,0.6031716632769187,2.0,0.6499964912923072,6.0,4400093
,0.0,0.13825096985066637,4.0,0.12636953656527136,2.0,0.14131753316258655,2.0,0.07727616211837475,6.0,4405124
,0.0,0.4699587277464744,5.999842370744009,0.48145693258139605,2.0,0.48362437501674543,2.0,0.40121459351408595,8.0,4400140
,0.0,0.2780439741493629,4.0,0.283779081973956,2.0,0.2755051343419018,2.0,0.2559020577380993,6.0,4400153
0.36325212474809265,2.0,0.3783225378044287,4.0,0.3905636785005282,2.0,0.367116745963181,2.0,0.3731299653451308,8.0,4400234
,0.0,0.408389690889416,4.0,0.4401840652807928,2.0,0.38029337676020664,2.0,0.4028466595707333,8.0,4400235
0.16411343604898607,0.007385490265930431,0.27089247028662794,2.0,0.23837228940991287,1.0,0.30341265102050585,1.0,0.15164426705171039,3.0,4404235
,0.0,0.1910469803373631,4.0,0.1812334018394863,2.0,0.1944238673552168,2.0,0.14837065224925822,8.0,4400280
0.3655282466741232,2.0,0.43915398309204057,4.0,0.44806710162931473,2.0,0.4310170177851939,2.0,0.4507855559112009,6.0,4400290
,0.0,0.4535657066404431,4.0,0.475447706276233,2.0,0.43591495002556235,2.0,0.4663135121117405,8.0,4400301
0.2573489584245969,2.0,0.28292075522791277,4.0,0.2745259299560992,2.0,0.28621756151134387,2.0,0.25022497095120205,8.0,4400302
,0.0,0.4285616887354823,4.0,0.44070578678969075,2.0,0.4226251267743576,2.0,0.44028059071135883,6.0,4400334
0.2733116115304943,0.3423862414905052,0.33875487358406664,4.0,0.3514413899494361,2.0,0.329402762589511,2.0,0.3192836168240038,6.204586169831602,4400344
0.5184568673336325,2.0,0.4975665681075418,4.0,,0.0,0.5119049541849658,2.0,0.43601063048791283,8.0,4400345
0.11971292697200069,1.0,0.1279026936613192,2.8492946764017875,0.12311735813161138,1.0,0.15846584311951797,1.0,0.11107271496686352,3.0,4405129
0.36745614813326694,2.0,0.4197895451373739,4.0,0.4274438445854029,2.0,0.4126163165249291,2.0,0.41598348684874786,6.482236277035993,4400365
,0.0,0.3609446617190798,6.0,0.36421359619252397,2.0,0.35849577043962544,2.0,0.23554897269916952,8.0,4404105
,0.0,0.4392286840403383,4.0,0.4672456506652257,2.0,0.41631829497174827,2.0,0.4556173634731661,8.0,4400385
,0.0,0.30941207230190865,4.0,0.3400696166684585,2.0,0.28907906385803867,2.0,0.31993888224208994,6.911897321428569,4400387
