base_vh,base_vv,clear15,opt15,post_vh,post_vv,pre_vh,pre_vv,field_id,crop_class,d_vv,d_vh,unit_id,ACRES,lon,lat,COUNTY,km_to_river,elev_m,vh31,vv31,d_vv_31
0.9186552406064604,0.8748187211601847,0.0,0.0,-22.310206668452693,-16.236866573623516,-24.33454615980122,-16.163312914315696,4400056,T20,-0.0735536593078194,2.0243394913485275,4400056,1.1747717001291642,-121.825596,36.882558,Santa Cruz,2.0927315471939445,39.097549411821475,-24.115687920445865,-15.619234365781605,0.5440785485340918
0.0099457857170716,0.0,0.0,0.0,-19.508976195596954,-10.781956994881645,-19.569158934764832,-11.678465484317533,4400039,T20,0.8965084894358881,0.0601827391678781,4400039,1.9784949112048005,-121.70246,36.950744,Santa Cruz,2.7745279762485335,76.75423317427216,-20.14491453811781,-10.319315613926362,1.359149870391171
0.0,0.0,1.0,0.0,-17.326286924452816,-6.038332173141665,-17.628345872933174,-6.4749282219711,4400035,T20,0.4365960488294345,0.3020589484803579,4400035,0.8260566718763551,-121.789214,37.007027,Santa Cruz,0.4031027018174234,164.73126882112336,-16.900082005651768,-4.680769231643843,1.794158990327257
0.9959846754586312,0.8389449642672953,1.0,0.0,-23.75135461248025,-14.489474602169429,-25.591172805759467,-16.110467475554564,4400031,T20,1.6209928733851378,1.8398181932792177,4400031,2.096335212996828,-121.813282,36.886611,Santa Cruz,0.9966315761990739,42.48050622582428,-24.067251954699856,-15.326601776471062,0.7838656990835027
0.6645363830025788,0.7759091078969991,0.0,0.0,-21.732380011186265,-14.444467774369716,-22.60754714840609,-16.03842556501163,4400011,T20,1.5939577906419142,0.875167137219826,4400011,2.0745258346942586,-121.810757,36.884994,Santa Cruz,0.7719143504420471,31.758190729294,-19.37240084645949,-14.309901178370223,1.7285243866414053
0.0052836600223778,0.0,1.0,0.0,-17.193038560320996,-8.965364455990661,-18.390041514301373,-9.364836125088276,4400006,T20,0.3994716690976148,1.1970029539803768,4400006,3.733910958486627,-121.808163,36.953073,Santa Cruz,0.3534609464413662,72.33688950006096,-18.09706364001864,-8.802953871928123,0.5618822531601531
0.8832459554211831,0.6179280177543341,0.0,0.0,-22.406296336522924,-13.820172999092506,-24.855132459319787,-15.472422758381777,4400005,T20,1.652249759289269,2.4488361227968625,4400005,2.4051222358338857,-121.810058,36.887064,Santa Cruz,0.7096802755103228,29.301358646227076,-22.657590502284467,-14.225906873679504,1.2465158847022728
0.939569652088864,0.5423711052116809,0.0434888919938521,0.0,-23.41713285501024,-13.538342675978845,-24.53459870761369,-15.17338000687721,4400004,T20,1.6350373308983652,1.1174658526034484,4400004,2.213606540389561,-121.817612,36.880117,Santa Cruz,1.3878655354326792,34.46059975744677,-22.56190503662778,-14.053255830850912,1.120124176026298
0.5011545775604456,0.1731866340668296,0.0069274653626731,0.0,-23.087637929847684,-12.652489102004363,-21.18002517115233,-13.955560162220989,4404078,T20,1.3030710602166238,-1.907612758695354,4404078,1.143365312959088,-121.803784,36.890408,Santa Cruz,0.151269407276131,14.210814661773707,-20.0018009211505,-12.955120588789615,1.0004395734313736
0.7732774475001069,0.6384671314315042,0.0281425088747273,0.0,-23.32864885959456,-13.937687942537702,-23.45429963311657,-15.45496529658428,4404045,T20,1.5172773540465787,0.1256507735220076,4404045,1.8058301089394413,-121.81142,36.886309,Santa Cruz,0.8309104905560569,35.592567730590325,-23.06842057194288,-13.656767922562626,1.7981973740216546
0.4119784071430396,0.0780950188042059,0.0,0.0,-20.731213606566445,-10.444524484190069,-21.6519867658524,-10.879627784771078,4405091,T20,0.4351033005810105,0.9207731592859504,4405091,6.045885519061699,-121.818781,36.922842,Santa Cruz,1.4853522358652789,70.41693630897274,-19.77024391920781,-10.815875867726854,0.06375191704422356
0.0,0.0,0.2018543592686579,0.0,-17.431186844040134,-5.468895196389283,-18.13979999850067,-5.9263313123928105,4403743,T20,0.4574361160035272,0.7086131544605365,4403743,8.604928773349535,-121.797137,36.919001,Santa Cruz,0.44014097910502453,35.053853937800106,-19.270465797077872,-5.030007796620121,0.8963235157726892
0.8030436055019022,0.7601697395376061,1.0,0.0,-24.066245258980004,-14.100899632018448,-23.633759238535458,-16.091436338457132,4403738,T20,1.9905367064386856,-0.4324860204445464,4403738,1.065323431843525,-121.821895,36.883378,Santa Cruz,1.763293220391838,32.71341641367198,-20.262046654226253,-11.493417766281912,4.598018572175221
0.9831084182502524,0.2034333975947856,0.0,0.0,-23.9507841000145,-13.183142488724258,-24.692649512568163,-14.36787770189395,4403731,T20,1.1847352131696915,0.7418654125536648,4403731,0.841192333768267,-121.826998,36.914312,Santa Cruz,2.0521673350789893,84.59478371326973,-20.75092250305924,-12.642532349188006,1.7253453527059435
